,overview,id,genre,vector
938,"The story is set at the beginning of the 20th century in Sicily. Salvatore, a very poor farmer, and a widower, decides to emigrate to the US with all his family, including his old mother. Before they embark, they meet Lucy. She is supposed to be a British lady and wants to come back to the States. Lucy, or Luce as Salvatore calls her, for unknown reasons wants to marry someone before to arrive to Ellis Island in New York. Salvatore accepts the proposal. Once they arrive in Ellis Island they spend the quarantine period trying to pass the examinations to be admitted to the States. Tests are not so simple for poor farmers coming from Sicily. Their destiny is in the hands of the custom officers.",1993,History,"[ 0.4903032   0.4318259  -0.09938867  0.8122159   0.35633606  1.525876
 -0.7066614   0.3441555   1.7436256  -0.3182948   1.0789607  -1.4331915
 -0.31836754 -0.38396543  0.52003866  0.14498904 -2.0370486  -0.39851382
 -0.6058432  -1.5506855  -0.7591464   0.12237209 -0.9124139  -0.6552097
  0.38950437  0.04941119  1.4449666   0.41804063 -0.3901173   0.7642211
  1.678683    1.0262191   0.4169992   0.3661099   0.13761859  0.65852755
  0.09468322  0.49420816 -0.3975032   0.23244497  0.2587117   0.0453044
  1.0718225  -0.27103418 -0.37930915 -0.20962356 -0.62458014  0.27427164
 -0.91424465  1.1504862   0.39394447 -0.17195868 -0.1834152  -1.0379475
  0.03678777 -1.0304044   0.6002177   0.6056495  -0.7371123  -0.2843411
  0.7037307   1.2393767  -1.1910019  -1.3828747  -0.45942262  1.2336693
 -0.5439384   0.43273786  0.41187534  0.42603627  0.5354052   0.9033938
  1.2993426  -0.9349628   1.1434938   0.8032196  -0.37523842 -0.41902497
 -0.12983617 -0.3335923  -1.1854682   0.38941005 -0.36759126 -1.9057913
 -0.553298   -0.04236324 -1.1496899   0.07765501  0.9160682   0.45854348
  0.11668684  2.360635   -1.5151434  -0.49946576  0.688394    1.8472319
  0.45209804  0.7004774   0.62369025 -0.11716742]"
939,"In 500 B.C., during Chinas famed 'Spring and Autumn Period', Kong Ze (Confucius), a commoner reverred for his outstanding wisdom, is made Minister of Law in the ancient Kingdom of Lu. Under his inspired leadership, Lu ascends to new heights but becomes a target of conquest for the warlike nation of Qi. Threatened with annihilation by their powerful neighbour, a desperate people turn to their greatest teacher to lead their most powerful army. When Confucius delivers a stunning victory against all odds, a jealous aristocracy sets out to destroy him, but they should never under-estimate a remarkable man whose wisdom is more powerful than the sword.",34182,History,"[-0.24867609  0.9415381  -0.34847894  0.0287941   0.6576657   0.6457061
 -0.82789886 -1.091855    1.8845613  -2.1616993   0.41440687  0.8634354
  0.5606989  -1.1718514   1.0928785  -0.9441471  -0.2042808  -0.21230191
  1.3902774  -0.5615851  -1.9826484  -1.0130529   0.33702886 -0.92576945
  1.8322544   0.62243485 -1.0168843  -0.7664083   0.507915   -0.3814021
  0.69168806 -0.16472965 -0.59194887  0.7633965  -1.9736818  -0.98160535
 -0.8709843  -1.2028953  -0.41594407 -0.01561492 -0.15716767 -0.25202346
  0.4118056  -0.6186451  -0.83654684 -0.53254753  1.2024413  -1.0611879
  0.23292734  1.1918795   0.16452359 -0.5816      0.27090254 -0.18213183
 -0.2296071  -0.04309448 -2.0691981   1.3123909  -1.7306949  -0.56338334
  1.0555317  -0.9229697   0.93148273  1.1987377   0.3294384   0.84978384
 -1.6172549   0.3718153  -0.6752922   0.3965643   0.5803686   0.6755112
 -1.9339757  -1.4739479  -1.0201273  -2.1432788   0.68339336 -0.31268662
  0.20697126  0.5810268  -0.484015    0.02467067 -0.28555834 -0.06394679
 -0.3083338   1.5931101   0.85768914 -0.19245142  0.4543169   1.3992187
  0.03595836  0.1850031  -0.4536544  -0.64700586  0.86921364  0.09530126
  1.3165807   0.32098013 -0.1328636   0.41220635]"
940,"This is the true story of Anne Frank, a Jewish girl living in Amsterdam during WW2. Anne's father realizes on time the danger the Jews face and hides his family (his wife Edith and his two daughters Margo (16) and Anne (13), along with four more people, in ""the house behind"". For two years the 8 people live in darkness and whispers, in fear of being discovered and sent to the German crematories. During that time young Anne writes a diary, describing her daily life in the cellar, her complicated relationship with her mother and the story of her first love - Peter, the young boy in the hiding place. Anne writes down her wishes to run out free and breath the air and flowers, her dreams to be free at last. But humanity is often a cruel mistress...",128396,History,"[ 1.2823664   1.2118568  -0.53688043  0.8327453   0.37616387 -0.261592
 -0.40877172  1.4365071   1.0379068   1.3430005   0.86751825  1.0966437
  0.09075491  0.7077886   0.05622835  1.1049805   0.6209247  -0.6689057
  1.4720138  -1.281204   -0.64062244 -1.0058551  -0.7418054  -1.3090136
  0.8396247   0.7273001  -1.5489324  -2.230853   -1.0141855   0.62447065
  0.15376712  0.4633886   1.1084272  -0.9957623  -0.04070118 -1.7636161
 -0.2075008   0.17787674  0.60826606 -0.6079409  -0.21943612 -1.1686186
 -0.44164425  0.19905587  0.52852064 -0.20399414 -0.08964384 -0.8588534
 -1.4374106  -1.0631368  -1.2257155  -0.5594156  -1.0001433  -1.1117933
  1.5874625   1.2271599   0.7245733   1.6408799  -0.151077   -0.6047443
  0.5687022   0.16529773  0.47574753 -1.4380807   2.23862     1.7955106
 -0.60105807  0.23947898 -0.2501262   0.3750813   1.4002942   0.07636101
  0.5882127  -1.0131239  -0.3799655   1.0705702   0.19350928  2.1557128
 -0.60443246  0.32960993 -2.5784903  -0.44872022 -1.363299   -0.9004895
 -0.6283461  -0.77625126  0.664863    0.04083309  0.3111054  -0.01341647
 -0.24270982  1.6415966   0.26183182 -1.4130604   0.84574854 -0.6377146
  0.1520995   0.7459823   0.12571107  2.4371974 ]"
941,"The history of the confrontation between two worlds: the Grand Duchy of Moscow and the Ural Parma, the ancient Perm lands inhabited by pagans. Here heroes and ghosts, princes and shamans, Voguls and Muscovites will clash. At the center of the conflict of civilizations is the fate of the Russian prince Mikhail, who fell in love with the young Tiche, a witch-lamia capable of taking on the form of a lynx. Passion for the pagan and fidelity to forbidden love, a campaign against the Voguls, bloody battles and a short peace, the battle between Muscovy and Parma, the hero will face trials in which it is not so terrible to part with life as to commit treason.",576986,History,"[-2.0823895e-03  1.3131044e-03 -4.6347626e-03 -1.1283236e-03
  4.4342349e-03  5.1198247e-05 -3.6969169e-03 -1.1443720e-03
  4.3770471e-03 -2.6071130e-03 -4.1536810e-03  1.5782617e-03
  4.1692536e-03 -2.6503422e-03  9.4747159e-04 -7.4896653e-04
  6.1502645e-04  2.0609219e-03 -1.4424636e-03 -4.8439698e-03
 -6.7426619e-04  2.8786648e-03  2.9153246e-04 -3.8879823e-03
  9.8354521e-04  3.3250269e-03  2.6397505e-03 -2.7384965e-03
 -3.8573274e-03  4.1353768e-03 -5.8946043e-05 -2.6824547e-03
 -2.6512667e-04  3.9452058e-03 -2.7973675e-03  9.3412009e-04
  2.5527009e-03 -2.9729593e-03 -2.7277091e-04 -2.2886813e-04
  3.3221932e-03  1.3941828e-04 -1.1147548e-04  7.8468857e-04
  3.3847797e-03  4.0617041e-04  2.4692309e-03  2.8850622e-03
 -1.7187918e-03 -2.4280879e-03  1.5895779e-03  2.7728232e-04
 -1.6741973e-03  4.4671502e-03 -4.3841731e-03  2.1099155e-03
 -3.4854836e-03  4.2253262e-03 -2.1885590e-04  3.0901303e-04
 -4.3120733e-03 -4.9364357e-03 -1.4189701e-03 -1.9232420e-03
 -1.1320636e-03  4.4674431e-03 -4.7879713e-03 -1.2675222e-03
  4.8212893e-03  3.0007402e-03  2.1289184e-03  7.3366211e-04
  3.7328720e-03  4.3681329e-03 -8.0262468e-04 -1.3351502e-03
 -3.2213861e-03 -1.4356920e-03 -3.9081471e-03  1.1988346e-03
  1.3508983e-03 -1.1242786e-03 -4.8893783e-03  2.5457302e-03
 -4.5962115e-03 -4.0744324e-03  2.5703621e-03 -3.7524053e-03
  4.6421504e-03  4.0997630e-03 -1.6418641e-03 -2.6122788e-03
 -4.3621059e-03  4.0599010e-03  5.7552959e-04 -2.9927939e-03
  1.1024676e-03  4.2692729e-04  2.9955918e-03  2.4005671e-03]"
942,"Genoan navigator Christopher Columbus has a dream to find an alternative route to sail to the Indies, by traveling west instead of east, across the unchartered Ocean sea. After failing to find backing from the Portugese, he goes to the Spanish court to ask Queen Isabella and King Ferdinand for help. After surviving a grilling from the Head of the Spanish Inquisition Tomas de Torquemada, he eventually gets the blessing from Queen Isabella and sets sail in three ships to travel into the unknown. Along the way he must deal with sabotage from Portugese spies and mutiny from a rebellious crew.",41682,History,"[-1.7225877e-03  2.7919274e-05 -4.8047272e-03 -4.6058255e-03
  7.2430942e-04  5.4697890e-04 -3.5358020e-03  7.8888686e-04
 -3.3663989e-03  4.2222855e-03  3.9125388e-03  7.0142857e-04
 -3.2815260e-03 -1.4169618e-03  4.5128968e-03 -2.2892263e-03
  3.9160415e-03 -2.7624014e-04 -2.1401828e-04 -2.5943990e-03
 -3.1256169e-04 -1.5505074e-04 -3.0844249e-03 -2.2717724e-03
  1.3850462e-03  1.6465395e-04  4.2867339e-03  3.6467981e-04
 -4.4000559e-03 -2.9436715e-03  2.0943987e-03 -4.1463086e-03
 -9.8981278e-04 -3.2262318e-03  4.5471038e-03  3.3759538e-03
  3.6272800e-03 -6.7946687e-04 -4.4982904e-03 -1.8237684e-03
  4.0089372e-03 -1.4964541e-03 -2.2069355e-03 -4.9281362e-03
  8.8776945e-04  1.8751977e-03 -4.8796632e-03  4.3350924e-03
 -3.4484116e-03 -1.9536447e-03  1.4476242e-03  4.0133833e-03
  4.9497740e-04 -2.5950887e-03  2.4245200e-03 -5.1177305e-04
  3.5916418e-03 -3.8364574e-03 -4.6361447e-03  4.3221237e-03
 -2.4252336e-03 -1.6610329e-03  3.1690781e-03  3.8064180e-03
 -2.1739912e-03  1.3073514e-03 -4.6320786e-03  3.3859466e-04
  3.1806601e-03  1.5681823e-03  3.5420645e-03 -3.0777368e-03
  4.1957875e-03 -4.3920819e-03 -1.6467116e-03  2.3071435e-03
 -3.8933277e-03  9.3717256e-04 -2.7691221e-03  3.2942134e-03
 -1.5029144e-03 -1.4400299e-03  9.1068610e-04  3.3995307e-03
  3.1446507e-03 -3.8511504e-03  1.3085994e-03  4.2935619e-03
  4.4835466e-03  1.2639458e-03  2.4852713e-03  4.3634353e-03
 -4.8770062e-03  2.2155307e-03  1.5298665e-03 -3.6536343e-03
 -1.3285397e-03 -4.3759553e-04 -1.1123867e-03  3.0464772e-03]"
943,"In the year 198 BC, Cao Cao (Chow Yun Fat), Prime Minister of the Han Dynasty, ventured to the east and defeated China's greatest warrior Lu Bu, terrifying every ambitious warlord across the country. Several years later, after taking the Han Emperor under his wing, Cao crowns himself King of Wei. He built a magnificent Bronze Sparrow Island to symbolize his power and rumors spread that he would replace the Emperor. Meanwhile, young lovers Mu Shun (Hiroshi Tamaki) and Ling Ju (Liu Yi-Fei) are taken from a prison camp to a hidden tomb, where they spend five cruel years together, training as assassins for a secret mission. In the year 220 BC astronomical signs predict dramatic change. As a result, Cao's son Cao Pi (Yau Sam-Chi) and Cao's followers urge Cao to become the new Emperor - but unknown opposing forces plot against him.",136701,History,"[ 0.21408255  1.943553    0.81102407 -0.22219434  0.43666023  1.0494281
 -0.83147174  1.1775033   0.4514344  -1.9028007   1.0141518   1.0907595
  0.71370554  0.9619094   2.431915    0.1517077  -0.87190413 -0.56797934
  1.5254875   0.00722278 -0.3949734   1.1011428   1.075403   -0.16689886
 -0.11164004  1.5909613   2.1987078  -0.7271475   0.10763687 -0.53189296
 -0.27557132  0.7140828   0.30337238  1.6719502  -0.7258052  -0.2601257
 -1.7158996  -1.3519249   0.33740658  0.49452114  0.7961825  -2.071774
  0.7623696   0.4221714   0.5640246   1.4383926  -0.02563816 -0.32555634
 -1.173405    0.5755074  -1.4055482   0.66044605  1.2994967  -1.5363269
  1.0189565   1.093353   -0.19017515  0.37731674 -1.1843013  -0.99905866
  0.99390453 -0.05722378  1.1995478   0.07667947  1.2913121   1.1861855
 -3.621727   -0.84601676  0.05052286 -0.7116842  -0.01467941  0.3750152
 -0.62398946 -0.44672978 -1.9096496   0.54664075 -0.02635197  0.5783211
 -1.5303919   0.6315006  -1.5443487  -0.76075995 -0.48460293 -1.3524631
 -1.5642358  -0.23814335  1.1858419  -0.4037123  -0.9973253   2.2956464
  0.12762251 -0.7231333  -1.728066   -0.250858    0.11888272  1.071084
  0.9655594   0.21662061  0.66653347  1.2198726 ]"
944,"Claude Lanzmann directed this 9½ hour documentary on the Holocaust without using a single frame of archive footage. He interviews survivors, witnesses, and ex-Nazis (whom he had to film secretly since they only agreed to be interviewed by audio). His style of interviewing, by asking for the most minute details, is effective at adding up these details to give a horrifying portrait of the events of Nazi genocide. He also shows, or rather lets some of his subjects show, that the anti-Semitism that caused 6 million Jews to die in the Holocaust is still alive and well in many people who still live in Germany, Poland, and elsewhere.",42044,History,"[-0.5028593   0.7979273   1.5527853  -0.6437397   2.8716476   1.9128412
  0.5660857   1.4388874   2.5841928  -2.142913    1.995583    1.0458182
 -2.4063718  -0.894645    1.3514112  -3.2499173  -0.95190996 -1.3463538
 -2.4937932  -0.8334057  -3.1198087  -0.7150954   1.8504645  -2.640784
  1.8124741   2.4493735   0.09980976 -2.0451424   0.12196202 -0.66614854
  1.4277178   0.7225508   1.051509   -0.60137415 -1.2981995  -0.6767963
  0.5754409  -0.0574281   2.125819   -0.13604419  1.2104613  -0.42029437
  0.27328902 -0.20022354 -0.58661956 -0.76494     0.23581037  0.96361965
 -0.33318555 -2.4264436   0.48561102  1.5526335  -1.5657907  -0.5945128
  0.5321329   2.0619483  -1.7493654   3.9477122  -0.7296366  -0.9169965
  0.32332882  0.09627718  1.0606573   0.4883637   2.3729477   1.1219543
 -2.26163     1.1209253  -0.97034544 -0.36593258  0.11002938  1.6728328
  2.1369646  -0.13509105  0.91002333 -0.29604593  0.579591    1.5444385
 -2.0225058   0.40717325 -0.8392487   0.7613126  -0.8985534  -1.5647781
  1.0037893   0.22834106 -0.45539573 -1.7196989  -1.2833452  -0.49344477
 -0.30556467  1.7497572   0.20871295  0.08025064 -0.27829614 -1.0482336
  1.9128093   1.1402398   0.509887    0.6456304 ]"
945,"In Kyokutei Bakin's classic Japanese epic novel Nansou Satomi Hakkenden, eight samurai serve the Satomi clan during Japan's tumultuous Sengoku (Warring States) era. The Edo-era samurai are the reincarnations of the spirits that Princess Fuse mothered with a dog named Yatsufusa. In Fuse Gansaku: Satomi Hakkenden, the female hunter Hamaji comes to her brother in order to hunt Fuse. Thus, the karmic cycle of retribution that began long ago with the Satomi family begins anew.  Fuse were hybrid creatures of humans and dogs in the Edo period. As there were rumors saying that they killed humans and ate their souls, the Shogun Government offered high bounty for hunting them.  Hamaji was a young female huntress living in the rural part of Mutsu while her brother Dousetsu was living in Edo. The story began as Hamaji went to Edo in order to help his brother to earn some bounty. But in Edo, she met a mysterious young men being chased by others. His name was Shino ...",204755,History,"[ 0.0631437   1.3364594   1.6824818   0.47883016  0.97503936  0.26408917
  0.09178473  0.06151345  1.842499   -0.01062249 -0.79004776  0.18685548
 -0.9420488   0.64548284  0.67387664  0.7590684  -0.7682737   0.9499961
 -0.8637742  -2.0603192  -0.44483075  0.2959418  -0.3528538  -0.7309574
  1.8621223   0.02458681  1.5616686  -1.9305153  -0.17387243  1.7327957
  1.8794624  -2.0640712  -1.430459    0.12202746  0.59398335 -0.8561662
  1.2330749   0.04414999  1.966358    1.2043779   1.120813    0.05037553
 -1.1036253  -0.826866   -0.3404551  -1.2579423   1.1964827  -0.26647592
 -2.2591147   0.7380585  -2.625891    0.9423129  -3.3091042  -2.5299118
  1.4692901  -1.444494   -1.181345    2.0760589  -0.95929754 -2.439539
  0.12802598  2.1442137  -1.9198635   0.7049511   1.9540756   0.7442652
 -2.3867252   0.06848393  1.0674505  -2.925795   -0.8052818   0.27704507
  0.02130044  2.206942    1.2919611   1.3954774  -0.4298018   1.3164828
 -0.81046593  0.28147826 -0.58571184  1.2026287   0.35273564 -1.2720348
  1.2771438  -0.13063627 -2.1125648  -0.45658875  2.0344632   0.97815853
 -0.42144582  0.5735667  -2.223171    1.0868418   0.8177918   1.0409482
  0.43439212 -0.357448   -0.14973593  0.5356493 ]"
946,"The film is dedicated to the first steps of mankind on the path of space exploration and direct the fate of the first cosmonaut Yuri Gagarin. The main motif - the fight for the right to be first: the competition in the first cosmonaut, competition in missile technology, the confrontation of superpowers - the USSR and the USA.  In the first group of astronauts were selected from three thousand fighter pilots across the country. In twenty of the legendary got the best of the best. Which of them will fly first, no one knew. In this way, had to contend not only with the pull of the earth ...",199327,History,"[ 9.2731857e-01  5.5005336e-01 -3.4355387e-01  2.6960942e-01
  6.4664352e-01 -2.4362563e-01 -3.5190016e-01 -1.5866689e-01
  1.0666976e+00 -1.5980849e+00 -9.0178245e-01 -1.5822063e-01
 -4.6564472e-01 -2.8438288e-01  1.9627564e+00 -1.6123690e-03
  9.7080916e-02 -7.9266971e-01  3.7572548e-01  1.9962747e-01
 -6.1856616e-01 -8.1062451e-02 -1.3214307e-01 -1.2617017e+00
  5.4403061e-01  6.9836038e-01  1.1059226e+00  8.9396507e-01
  1.5151867e+00  6.0918011e-02 -6.7879778e-01 -1.0602357e+00
  8.0210900e-01  4.1176334e-01 -6.6811723e-01 -1.9263430e-01
 -4.4891110e-01 -9.1102368e-01  2.3648226e-01 -4.3640849e-01
 -2.0494180e+00 -1.1296127e-01 -1.6946133e+00 -6.6474962e-01
  9.3242389e-01 -1.0226115e+00  6.3003933e-01 -1.4795552e+00
  1.7613930e-01 -3.6971170e-01  2.3562164e+00  2.1081846e+00
 -6.6947991e-01 -1.1742358e+00  1.4358884e-01  9.3941979e-02
  9.1559611e-02  2.4524689e+00 -3.9678437e-01 -7.6410568e-01
  8.4872615e-01  1.3928315e-01  1.0688725e+00  1.1485213e+00
  9.8978138e-01 -4.0549117e-01 -1.3914311e+00 -8.5765904e-01
  5.1995063e-01 -2.2856970e+00  3.6722764e-01  3.4690332e-01
 -4.4083709e-01  4.8319870e-01  5.6231296e-01 -8.6940557e-01
  4.5717388e-01 -7.2308862e-01 -8.0701178e-01  5.0586969e-01
 -7.2961581e-01  6.0573053e-01 -1.4700286e+00 -1.0629429e+00
  1.6707284e-02  3.2242316e-01 -1.5861734e+00 -1.9166160e+00
  5.8792520e-01 -1.3179412e-01  1.1199179e-01 -7.9051989e-01
  1.0613543e+00  8.8750643e-01 -1.3046199e+00 -3.6357215e-01
  8.8737464e-01 -1.4439264e-01  1.0574966e-01  1.1581777e+00]"
947,"Memorial Day, 1993. When 13-year-old Kyle Vogel discovers the World War II footlocker belonging to his grandfather, Bud, everyone tells Kyle to put it back. Luckily, he ignores them. Although Bud has never talked about the war, he finds himself striking a deal with his grandson: Kyle can pick any three souvenirs, and Bud will tell him the stories behind each one. Memorial Day not only takes us on a journey into Bud's complicated wartime past, but also into Kyle's wartime future. As the two men share parallel experiences in combat, they come to realize how that magical day on the porch shaped both of their lives. ",105945,History,"[-0.51748973 -0.14338037  0.06834375  1.5827566  -0.09091891 -0.00309195
 -0.15051089  0.9884082   1.145259    1.0001323  -1.0702145   0.40643853
 -0.3770185  -0.9897963   0.55390424  0.4547306  -0.4186855  -1.8825476
 -0.38872263 -0.81985587 -0.06645797  0.2628434  -0.12340114 -2.198413
  1.6210328   0.39975643 -1.2162696  -1.6209455  -1.9643694   1.4998808
  0.58431697  0.45981917 -0.4464277  -0.5529491   0.59352976 -0.57423097
 -0.52202064  0.52290404 -0.6336947  -1.1057827   1.0211042  -1.8750998
 -0.03796101  0.1343711   0.5880877  -0.76277685 -0.77554953 -0.53978443
  1.1480904  -1.1180294  -0.43447578  0.60489434 -0.90885615 -1.2630721
  0.9299332  -0.38405383 -1.2996883   3.069002   -0.4774888  -0.28471798
  0.384696   -0.07441457  1.174525   -1.6696999   0.26447305  0.6401139
 -0.8787664  -0.10041777 -0.4075917   0.2616492   0.8414441  -0.19491607
  0.6159798  -0.68534774 -1.2223254  -0.8586635  -0.20772634  0.38804948
 -0.01289028 -0.08458863 -1.7693211   0.02462578 -0.91471475 -0.31454137
  0.17161886  0.43190405  0.16780475 -0.9636932  -0.30701536 -1.2898482
  0.63543826  0.44573638 -0.5279987  -0.226194    0.37753493 -0.25760266
  0.64681494  0.56455594 -0.16581914  1.3442334 ]"
948,"It was the sister ship of the infamous Titanic... and its final destiny was the same. Experience the true untold story of Britannic, a tumultuous, epic voyage of human passion, courage and betrayal aboard an ill-fated ocean liner bound for a shattering demise. With the world at war, an undercover British agent (Amanda Ryan), embarks the Britannic in search of a German spy believed to be on board to sabotage the ship. Posing as a governess, the undercover agent finds herself falling in love with the ship's chaplain (Edward Atterton). In a stunning discovery, the lovers suddenly find themselves enemies of war. And when a massive explosion deals a deathblow to the ship, their battle becomes one for their own survival. With a dynamic, international cast and a story line that hosts a chilling tale of espionage, politics and romance, Britannic brings one of history's most devastating events to riveting, new life.",59709,History,"[-0.606084    1.5845912  -1.1090326   2.596697    0.30637246  0.30665255
 -0.15234284  0.32582062  0.88128144 -0.8110073  -1.5041587   0.7942753
 -0.44300264 -1.5203482  -1.246364   -0.47076946 -1.3997219   1.5905292
  0.4666702   0.6734046  -1.8218503   0.6496964   0.26449093 -1.0624791
  1.8273808   0.91968536  0.04211454 -0.3725886  -3.3545299   0.5186906
  0.83340347  0.8294814  -0.08610273  0.64616346 -0.81587166 -0.31706396
 -0.78577036  0.6762297  -1.3128393  -1.8589557  -0.84270453 -1.168931
  0.5085997  -0.4479813   0.73321307 -1.334711    0.8677675   1.7630228
 -1.5533018   0.68026334  1.2107328  -0.15743339  0.5144603  -0.3996831
  1.0482731  -0.88491297  1.0454748   2.8553321   0.18772295 -0.8209811
  1.9883897   1.537732    2.328238    0.23199098  0.9734653  -0.72627383
  1.5722119  -2.5951898  -0.3216243  -1.0766442  -0.78036225  0.55562353
  0.42242524 -0.3111215  -1.6820433   0.55840826  2.0686831   0.18597442
 -0.18146437 -0.18354627 -1.279683    0.4505366  -1.2383822  -0.08307996
 -1.4070386  -0.89842576 -0.8799521  -0.8105454   0.206935    0.42545924
  0.81822234 -0.3388327   0.87183213 -0.09428342  1.6772466   2.7771637
  0.6055153  -0.87649894 -0.5608046   0.0595711 ]"
949,"February 1976. Somalian rebels hijack a school bus carrying 21 French children and their teacher in Djibouti City. When the terrorists drive it to a no-man’s-land on the border between Somalia and French territory, the French Government sends out a newly formed elite squad to rescue the hostages. Within a few hours, the highly trained team arrives to the crisis area, where the Somalian National Army has taken position behind the barbed wire on the border. The French unit is left with very few options to rescue the hostages. As the volatile situation unravels, the French men quickly come up with a daring plan: carry out a simultaneous 5 men sniper attack to get the children and the teacher out safely. A true story.",484638,History,"[-0.5382272   0.87764317 -0.1254865   0.64533633  0.20383997  0.36149383
  0.18065554 -1.6093796   2.3014967  -1.9919658   0.08627743 -0.35490033
  0.64860666 -1.5778228  -0.13336128  0.11883298  0.34738386  0.651544
  0.4642637  -1.5284166  -2.5000892  -0.14930041  0.48698065 -1.0505186
  2.1445405   2.0150497  -0.326129   -1.4829568   1.0044776  -0.37308514
  0.5871965  -0.02558039 -0.05495965 -0.19876966  0.0923574  -1.0506207
 -1.2021154   0.10094481 -0.176708   -0.66077083 -0.95121056 -2.6930819
 -1.3949144   0.36111796  0.02491833  0.38507387  0.09008688 -0.23708248
 -0.9963715  -1.2100753  -0.4666137  -0.21405295  0.72326076 -1.4684527
 -0.17700882 -0.18429026 -1.1813298  -1.4808273   0.45312417 -0.2581719
  0.07788736 -1.4797332   1.0335063   1.3573964   1.171533    0.2596788
 -1.3967925   1.4235443   0.55293834  0.9130098  -0.8749892   1.0309223
  0.03229811 -0.851542   -0.5337053  -0.75061095 -0.4431223  -0.5562438
 -0.01983867  1.0313891  -0.874255   -1.5318168   1.0432165  -0.85417813
  0.78278744 -0.81782156 -0.7205242  -2.1024837  -0.481766    0.33675957
 -1.6574186   2.2733305  -0.49769124  0.6019832   0.3207753   1.686267
 -0.0768908  -0.3540346   1.1883894   0.5538245 ]"
950,"It is the late 1950s. Flourishing under the economic miracle, Germany grows increasingly apathetic about confronting the horrors of its recent past. Nevertheless, Fritz Bauer doggedly devotes his energies to bringing the Third Reich to justice. One day Bauer receives a letter from Argentina, written by a man who is certain that his daughter is dating the son of Adolph Eichmann. Excited by the promising lead, and mistrustful of a corrupt judiciary system where Nazis still lurk, Bauer journeys to Jerusalem to seek alliance with Mossad, the Israeli secret service. To do so is treason — yet committing treason is the only way Bauer can serve his country.",355065,History,"[ 1.4198462   1.5031216   1.1270051  -0.70538896  0.8577246   0.9090086
  0.32155606  0.00539329  1.9121951  -1.5899707  -0.2522199  -0.11553956
  1.9224304  -1.698497   -0.28860855 -1.0319101  -0.9053706  -0.15164936
 -0.17408682 -0.9974818  -0.6755564   0.7236461   0.67696756 -1.1834596
  1.2368675   0.5968157   0.82573897  0.78978026 -1.4990417  -0.12909679
 -0.31801823  2.3920827  -0.44051322 -0.83415824  0.2695658  -0.4897439
 -0.17352939 -1.8209548  -0.3942045  -0.654263    1.1236609  -1.6399724
 -0.50567275 -0.42465803  0.26965928  0.51009303 -0.64172983 -0.76640075
 -0.4702947  -0.5484861  -0.85666585  1.2780749  -0.60898906  0.33869877
  0.7372016   0.0925304  -1.1825148   1.6426609  -1.1982319  -1.2190752
  1.0241665  -0.26708162  0.33319408 -0.2391119   0.8800652   0.5127749
 -0.6234075  -0.689815    0.64034605 -1.1240436   1.3050686   0.4794688
  0.49797863 -0.94638664  0.23371096 -0.4046766   0.05365484 -0.79081637
 -1.019514    0.6804959  -1.2235364   0.18707043  0.83591324  0.309655
 -0.05549784  1.3566633  -0.3555485  -0.42088974 -0.587719   -0.654902
 -1.0038528  -0.26826534  0.89444137 -0.5815688  -0.33260283  0.07550497
  0.9797158  -0.43107292  0.6672806   1.0702032 ]"
