,overview,id,genre
683,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",476292,Animation
111,"Tricia's husband Daniel has been missing for seven years. Her younger sister Callie comes to live with her as the pressure mounts to finally declare him 'dead in absentia.' As Tricia sifts through the wreckage and tries to move on with her life, Callie finds herself drawn to an ominous tunnel near the house. As she begins to link it to other mysterious disappearances, it becomes clear that Daniel's presumed death might be anything but 'natural.' The ancient force at work in the tunnel might have set its sights on Callie and Tricia—and Daniel might be suffering a fate far worse than death in its grasp.",74777,Horror
215,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",21845,Family
773,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",254470,Comedy
71,"Area 51, flying saucers from another world - and the program to create a fierce technology. Bob Lazar remains the singular most famous and controversial name in the world of UFOs.  The reason you know about Area 51 is because Lazar came forward and told you about it. His disclosures have turned his life upside-down and he has tried to stay out of the spotlight. For this reason, he has never let any filmmaker into the private world of his daily life - that is - until now.  Corbell’s film explores Lazar’s claims through the lens of thirty years - providing rare and never before revealed footage - guaranteed to alter the landscape of the debate.",522320,Documentary
421,"A vending machine robbery by small time thief and drug addict Bobbie (Vincent Kartheiser) goes badly awry, and his friends contact street-wise thief and part-time druggie Mel (James Woods) to patch him up.Recognizing a kindred spirit, Mel befriends Bobbie and his girlfriend Rosie (Natasha Gregson Wagner), inviting them to join him and his long-suffering girlfriend Sid (Melanie Griffith) on a drug robbery which should set them up for life. The seemingly simple robbery is a great success, but the sale of the drugs afterward fails badly, and Mel and Bobbie are shot.The four take refuge with the Reverend, who charges them half of their haul from the robbery to care for them. In a desperate attempt to recover their losses, Mel involves the crew in a disastrous, ill-advised jewellery robbery, and they become caught up in a web of violence that rapidly spirals out of control.",36136,Crime
413,"Born in a poor family, Tae-su learns that the power is the most important thing in life and decides to become a prosecutor, the biggest symbol of power in the 90’s. After entering the most prestigious law school, experiencing democratic resistance in Korea, Tae-su finally reaches his goal of becoming a prosecutor but his life is no better than a salary man. By chance, he joins a clique of the powerful prosecutors with wealth and authority. He finally gets a taste of a life of the top hierarchy, but as he enjoys the sweetness of supremacy, he also sees the cruel side of it.",434724,Crime
657,"Love is blooming at Sakuragaoka High School. Natsuki Enomoto has finally mustered the courage to confess to her childhood friend, Yuu Setoguchi. However, in the final moments of her confession, an embarrassed Natsuki passes it off as a ""practice confession."" Oblivious to her true feelings and struggling with his own, Yuu promises to support Natsuki in her quest for love. While Natsuki deals with her failed confession, fellow classmate Koyuki Ayase struggles with his own feelings for Natsuki. Despite his timidness, he is determined to win over her heart.  This movie follows Natsuki as she dreams of one day ending her practices and genuinely confessing to Yuu. Meanwhile, close friends also find themselves entangled in their own webs of unrequited love and unspoken affections.",374853,Animation
8,"A music documentary following the breakup of Swedish House Mafia and their subsequent One Last Tour. The largest electronic tour in history, selling over 1 million tickets in one week. Director Christian Larson captures the band in a unique fly on the wall manner as they call it quits and seek closure by going on the tour they had always dreamed of. With breathtaking live moments, huge laughs and dark lows, the band start to unravel why they came to the decision to end the biggest achievement of their lives to date to save their friendship.  The film maps out three of the biggest stars in a scene which has gripped youth the world over and the psychology of the band. A film not to be missed.",250578,Documentary
257,"The Invincible Iron Man and the Incredible Hulk must join forces to save the Earth from its greatest threat yet! When two Hydra scientists try to supercharge a Stark Arc Reactor with Hulk's Gamma Energy, they unleash a being of pure electricity called Zzzax - and he's hungry for destruction. Together, Iron Man and Hulk are the only force that stands in the way of the Zzzax's planetary blackout. But first, the super heroic duo will have to get through snarling Wendigos, deadly robots and the scaly powerhouse, Abomination.  Can two of Marvel's mightiest heroes find a way to work together without smashing each other before time runs out?",230896,Family
323,"The Fifth Holy Grail War continues, and the ensuing chaos results in higher stakes for all participants. Shirou Emiya continues to participate in the war, aspiring to be a hero of justice who saves everyone. He sets out in search of the truth behind a mysterious dark shadow and its murder spree, determined to defeat it.  Meanwhile, Shinji Matou sets his own plans into motion, threatening Shirou through his sister Sakura Matou. Shirou and Rin Tohsaka battle Shinji, hoping to relieve Sakura from the abuses of her brother. But the ugly truth of the Matou siblings begins to surface, and many dark secrets are exposed.",390634,Fantasy
737,"Get ready to experience the world-famous Scooby-Doo! and Crew like never before in this all-new, original puppet movie! What begins as a routine night for the Gang - which includes the slobbering sleuth and Shaggy eating a triple-extra-large Scooby snack pizza - becomes a mad dash to find the frightening Phantom Parrot, who has a map to pirate Gnarlybeard's hidden treasure. Scooby sniffs out the map's clues, which lead him right to a spooky pirate ship. Ruh-roh! What will Gnarlybeard be willing to do to protect his booty? The whole family will love casting off on this mysterious, fun-filled voyage again and again.",210769,Comedy
313,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",208763,Fantasy
418,"Brian, (Luke Goss, DEATH RACE 2, HELLBOY II) is desperately trying to seek a ""quick fix"" business deal that will put him back on top financially after being let go from his executive position at one of the top investment firms. Brian decides to go ""all in"", investing the rest of his savings into a short-term drug deal that would allow him to preserve his high-end life style.  When two recluse teenagers unknowingly intercept the illicit drug money hidden in the back seat of a car, Brian’s deal is botched. He soon finds himself in a desperate situation as he owes a merciless drug lord the missing money. At the same time the teenagers learn that they've stolen from the wrong people. What follows is a twisted tale of greed, deceit, murder and wealth.  In this Crime-thriller, three relationships collide in a fantastic saga where only one will get out alive.",80957,Crime
85,"An extraordinary, spell-binding journey through the realms of nature to discover that the natural world is stranger, more magical, more mystical than anything you could possibly imagine. You'll be propelled from enchanted forests to the edge of the underworld, from a paranormal planet into fantastical seas, from celestial mountains through mercurial waters, finally to experience the ultimate celebration of nature's magic, the greatest gathering of wildlife on Earth. You won't believe your eyes or ears as you meet amazing creatures and experience nature as it's never been seen before, eye-to-eye with the creatures, on an adventure where you will truly believe the real world is more extraordinary and awe-inspiring than any fiction.",301056,Documentary
500,"During Japanese colonial rule, YU Gwan-sun is imprisoned for starting the March 1 Movement, a peaceful protest for Korea’s independence. Undaunted, YU unites her fellow inmates to resist Japan. The Japanese security chief senses the resistance, entices an inmate to find out YU Gwan-sun is behind it, then tortures her. Later, Gwan-sun pretends to obey the Japanese while secretly planning another independence protest. This movement spreads beyond prison to the streets, and YU is subjected to merciless torture again. Though she dies two days before she is set to be released, her spirit is more liberated and free than ever.",575752,History
792,"Laura has been with Antonio all her life and, just when she begins to wonder if that is really the life she wants, Sergio and Siena cross paths in their lives. Sergio is a former high school classmate and Siena, his millennial girlfriend who arrives to revolutionize everyone's lives. Laura, Raquel and Cris, close friends for years, convince their respective husbands to play a game that Siena proposes to them: the game of keys. The game consists of everyone putting their keys in a bowl. At random, each one chooses some keys and he must go to spend the night with the owner of the keys. This game will revolutionize the group of friends and their lives. It will make them discover who they are and what they really want.",901908,Comedy
43,"45,000 patients died in French psychiatric hospitals between 1939 and 1945. A single site escaped this carnage: the asylum in Saint-Alban, an isolated village in Lozère. What happened there for it to be an exception? Retracing several decades in the history of this important site of psychiatry, using precious archival films and the accounts of those who worked there, Martine Deyres answers this question and, in doing so, shows how the political courage and poetic audacity that were practised there contributed to changing medicine and society’s perception on madness. Intersecting in the crucible of this movement called “institutional psychotherapy” were members of the Resistance, artists, doctors and philosophers—including Paul Eluard, Tristan Tzara and Georges Canguilhem.",594406,Documentary
909,"The story of Santi, a preteen who is dealing with the recent separation of his parents Rodrigo and Alejandra. Despite their divorce, Santi's parents are both desperately devoted to their son. When the three learn that Santi has a medical condition that could jeopardize his eyesight, Santi's father encourages him to make a list of places and things he wants to see and do before losing his sight completely. Santi immediately obliges with an elaborate list but with one condition - the estranged couple must come together to help him fulfill his dreams. As the three embark on the amazing, sometimes wacky adventure, the couple must learn how to live together for the sake of their son. But will the adventure open their eyes and make separating impossible? We'll see....",525213,Drama
307,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",610892,Fantasy
561,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?",7093,History
994,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",441168,Drama
547,"Memorial Day, 1993. When 13-year-old Kyle Vogel discovers the World War II footlocker belonging to his grandfather, Bud, everyone tells Kyle to put it back. Luckily, he ignores them. Although Bud has never talked about the war, he finds himself striking a deal with his grandson: Kyle can pick any three souvenirs, and Bud will tell him the stories behind each one. Memorial Day not only takes us on a journey into Bud's complicated wartime past, but also into Kyle's wartime future. As the two men share parallel experiences in combat, they come to realize how that magical day on the porch shaped both of their lives. ",105945,History
394,"Tai is now a university student, living alone, working hard at school, and working every day, but with his future still undecided. Meanwhile, Matt and others continue to work on Digimon incidents and activities that help people with their partner Digimon. When an unprecedented phenomenon occurs, the DigiDestined discover that when they grow up, their relationship with their partner Digimon will come closer to an end.  As a countdown timer activates on the Digivice, they realize that the more they fight with their partner Digimon, the faster their bond breaks. Will they fight for others and lose their partner? The time to choose and decide is approaching fast. There is a short time before “chosen children” will become adults. This is the last adventure of Tai and Agumon.",571265,Fantasy
482,"The upcoming installment's story takes place amidst signs of postwar reconstruction in the winter of 2028. Tensions are rising in New Port City as demonstrations are held concerning the interests of foreign cartels. This leads to a shooting incident involving riot police. It all started with a cyberbrain infection released by the terrorist ""Fire Starter."" An independent offensive unit led by Makoto Kusanagi entrusts the suppression of the situation to their ghosts and aims for their own justice. Below the surface of the incident, lies the ""tin girl"" Emma and the ""scarecrow man"" Burinda Junior. As Kusanagi deals with the incident, she draws near to what those two ghosts were seeking.",279254,Crime
815,"On a warm summer day, a boy heard the sound of bells ringing, as if in celebration, in the mountain near his home. Several years later in that same mountain, the mushishi Ginko stumbles upon a young girl in a mountain with branches and leaves growing out of her body. He later realises that she is the lord of that mountain but finds it strange that a human like her was chosen as the lord. He meets her older brother who has continued to search for her ever since she disappeared while accompanying him on a stormy day. The story is about Ginko’s peculiar journey amidst the occult to unravel the mystery behind the enigmatic girl called Kaya and the mountain that has become her home.",312966,Adventure
954,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",33660,Drama
303,"The Straw Hat Pirates visit Mirrorball Island. Where a big dance carnival is being held. Jango the Hypnotist was there too, to show off his dance moves. Only when he was found by a group of Marines who were about to arrest him. But ended up chasing him throughout the island. Our heroes got involved when one of the Marines recognized Luffy from the wanted poster. And they end up getting chased as well. Soon Jango steals the spotlight of the dance carnival and uses his hypnosis on everyone on the island. And soon everyone including Jango, The StrawHat Pirates, and the marines are all dancing like there's no tomorrow.",464154,Fantasy
997,"Twenty years have passed since those two apartments in the heart of Mexico City were the battlefield of a war of the sexes between Ana, Carlos, Andrea, Miguel, Tomás and María. All that is left of those apartments are memories and the image of Tomás' dead body at the bottom of the elevator shaft. Their lives have changed, their families have grown and new and unexpected characters have come to unsettle their daily lives and trigger a chain of events that will make them realize that modesty has been replaced by public disclosure; sex is only an app away; but love...love is still something elusive that everyone in today's banal and chaotic world is seeking.",930701,Drama
814,"On the day of Wei Jiahuan's birthday, his father Wei successfully accompany her to board the yacht around the sea, but a sudden shipwreck broke everything. The whole yacht rolled over and everyone fell into the water. Wei Chenggong woke up from his cry and found himself on a deserted island. He saw Wei Jiahuan being carried away by a giant snake, so he followed the crowd into the jungle and set out on the road to rescue. In this isolated jungle, countless weird prehistoric creatures are hidden, and the long journey to rescue her daughter is full of murderous means. On the other side, Wei Jiahuan and others woke up in the snake's lair. In the closed environment that lost the rules, the human nature of the survivors also endured a great test.",654133,Adventure
75,"Turkish modern and contemporary art, by the West, is considered as Middle Eastern, but when it’s viewed from our own land, it is seen as Western. Our position as a bridge between the East and the West is not only geographical, but also cultural; and this bridge has been a home for many great civilizations throughout the history. This rich cultural heritage and diversity is the foundation of Turkish modern and contemporary art. Approaching the western world with a more realistic perspective has turned the gaze of Turkish artists to their own land, history, people and tradition. Additionally, the personal statement tendencies of new generation artists have developed their own expression and communication methods instead of emulating the current art developments in the West.",952785,Documentary
902,"USSR, Late November, 1941. Based on the account by reporter Vasiliy Koroteev that appeared in the Red Army's newspaper, Krasnaya Zvezda, shortly after the battle, this is the story of Panifilov's Twenty-Eight, a group of twenty-eight soldiers of the Red Army's 316th Rifle Division, under the command of General Ivan Panfilov, that stopped the advance on Moscow of a column of fifty-four Nazi tanks of the 11th Panzer Division for several days. Though armed only with standard issue Mosin-Nagant infantry rifles and DP and PM-M1910 machine guns, all useless against tanks, and with wholly inadequate RPG-40 anti-tank grenades and PTRD-41 anti-tank rifles, they fight tirelessly and defiantly, with uncommon bravery and unwavering dedication, to protect Moscow and their Motherland.",427342,Drama
159,"In 1989, six year old Martin Bristoll was kidnapped from his backyard swing in Minersville Pennsylvania. Graham Sutter, a psychotic recluse, kept Martin imprisoned on his derelict pig farm, forcing him to witness and participate in unspeakable horrors. Chosen at random, his victim's screams were drowned out by the rural countryside. For five years, Martin's whereabouts have remained a mystery, until 17 year old Allison Miller comes to live with her Uncle, Jonathan. While exploring her new surroundings, Allison discovers things aren't quite right at the farmhouse down the road. Her curiosity disturbs a hornet's nest of evil and despair that once torn open, can never be closed.",55890,Horror
164,"Samuel Salomon, a literature professor, has been off work for almost a year after the tragic death of his girlfriend. Samuel has been suffering from a recurring nightmare in which a woman is brutally murdered in a strange ritual. Suddenly, the same woman who appears every night in his dreams is found dead in exactly the same circumstances. Samuel sneaks into the crime scene and there he meets Rachel who has also dreamed about the murder. Together, they will do whatever they can to discover the identity of the mystery woman, entering a terrifying world controlled by the figures who have inspired artists throughout time: the Muses.",429460,Horror
173,"Jared Martin moves next door to the Hansetts, along with his hot motorcycle and eerie, ill-tempered dog. Although everyone else in the neighborhood takes an instant liking to him, Loren Hansett can't get over the bad vibes her new neighbor gives her. She starts to spy on his nocturnal activities and comes to believe that a recent killing might the work of a werewolf who happens to be her new neighbor. Her internet surfing provides a lot of collaborative detail but everyone but her friend Steven dismiss her story as teen-aged fantasy. Fearing for her life, she convinces Steven to take her to a gun shop to buy silver bullets in a gun shop, where their neighbor's supernatural dog attacks. When she dispatches the beast, her actions get the attention of Redd Tucker, a washed-up TV hunting show host to believe her as well. When Steven is attacked by the werewolf and Loren's brother goes missing, she and Redd team up to kill the lycanthrope before he can finish them both off.",29896,Horror
975,Diana Golden and Martha Ortiz are the stars of this shocking video in which Juan Carlos; one of the characters learned that being a true macho is imposing your will on others regardless of whether it destroys dignity or feelings. He himself witnessed the mistreatment and outrageous life that his mother suffered as a wife and woman because of his father's machismo. This chain of machismo almost destroyed her life and that of her family. But God has mercy on his life and Juan Carlos finds Jesus and a new life: that of a man transformed into the image of the true man of Christ Jesus.,553385,Drama
356,"10 years has passed since the confrontation between Kira and L. Again, Shinigami sends death notes to the ground and due to this, the world soon falls into chaos. Tsukuru is a member of the Death Note special task force team with 6 other investigators including Matsuda who experienced the Kira case of 10 years ago.  Mass murders caused by the death note takes place on Wall Street in the U.S., Shibuya in Japan and other places. World famous private investigator Ryuzaki, who is the rightful successor of L, also investigates the mass murders. They discover that 6 death notes exists in the world.  A computer virus called Kira spreads in the world. A message in the Kira virus says to turn in 6 death notes.  A person who has 6 death notes overwhelm the world. The confrontation begins between the person who wants Kira’s revival and the people who want to stop it.",382272,Fantasy
392,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",118406,Fantasy
453,"An urban hotel in London is a gathering and flash point for legal and illegal immigrants attempting to cobble together their lives in a new country. The immigrants include Senay, a Turkish woman, and a Nigerian doctor named Okwe who is working as a night porter at the hotel. The pair discover the hotel is a front for all sorts of clandestine activities. Their only wish is to avoid possible deportation. Okwe becomes more entangled in the goings on when he is called to fix a toilet in one of the rooms. He discovers the plumbing has been clogged by a human heart.",3472,Crime
67,"For almost two thousand years, the story of Jesus’ final days has been celebrated by Christians the world over. From Jesus’ triumphant entry into Jerusalem, through to his eventual crucifixion six days later, the key moments have been immortalized in countless films, pieces of music, and works of art.  But in recent years, some historians have begun to question inconsistencies in the Gospels’ version of events. They believe that the Gospels could hide a very different story; one that casts the historical Jesus in an entirely new light. Based on a new interpretation of contemporary historical events in Rome, ""Last Days of Jesus"" peels back thousands of years of tradition, to explore a new political context to the events in Jerusalem.  ""Last Days of Jesus"" explores how dramatic political events in Rome could have played a crucial role in shaping Jesus’ destiny, and examines an extraordinary political alliance that altered the course of history.",450731,Documentary
615,"The world's most loved fairy tale is back in a whole new fantastic imagining in Pinocchio. When a piece of pine-wood falls into the hands of the poor old toy maker, Geppetto, he carves it into a puppet which he names Pinocchio. To Geppetto's delight, Pinocchio comes to life - and like most little boys, he's full of reckless whims and wild ideas! His crazy escapades lead him into a series of madcap adventures from joining the circus to visiting the inside of whale! Along his journey, and throughout all the fun, Pinocchio learns to be considerate and courageous and learns what it takes to become a real boy.",246790,Animation
23,"An intimate and moving meditation on the late musician and artist Kurt Cobain, based on more than 25 hours of previously unheard audiotaped interviews conducted with Cobain by noted music journalist Michael Azerrad for his book ""Come As You Are: The Story of Nirvana."" In the film, Kurt Cobain recounts his own life - from his childhood and adolescence to his days of musical discovery and later dealings with explosive fame - and offers often piercing insights into his life, music, and times. The conversations heard in the film have never before been made public and they reveal a highly personal portrait of an artist much discussed but not particularly well understood. Written by AJ Schnack",25630,Documentary
763,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",196867,Comedy
865,"20 years after his escape from Impel Down, the legendary pirate Shiki, the Golden Lion, reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to his knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami.",41498,Adventure
862,"Burt Gummer (Michael Gross) and his son Travis Welker (Jamie Kennedy) find themselves up to their ears in Graboids and Ass-Blasters when they head to Canada to investigate a series of deadly giant-worm attacks. Arriving at a remote research facility in the artic tundra, Burt begins to suspect that Graboids are secretly being weaponized, but before he can prove his theory, he is sidelined by Graboid venom. With just 48 hours to live, the only hope is to create an antidote from fresh venom — but to do that, someone will have to figure out how to milk a Graboid!",496704,Adventure
521,"Two physicists discover psychic abilities are real only to have their experiments at Stanford co-opted by the CIA and their research silenced by the demands of secrecy. Yet, as both these 'remote viewers' and our audience learn, the 'more you hide something, the more it shines like a beacon in psychic space and this ancient truth can no longer be suppressed.' The true story of Russell Targ and America's cold war psychic spies, disclosed and declassified for the first time, with evidence presented by a Nobel Laureate, an Apollo Astronaut, and the military and scientific community that has been suppressed for nearly 30 years, now able to speak for the first time.",584546,History
463,"After growing up in a poor gypsy camp, Edmond Vidal, aka Momon, has retained a sense of family, unfailing loyalty and pride in his origins. Most of all, he has remained friends with Serge Suttel, with whom he first discovered prison life - for stealing cherries. The two of them inevitably got involved in organized crime. The team they formed, the Ganf Des Lyonnais, made them the most notorious armed robbers of the early 1970s. Their irresistible rise ended in 1974 with a spectacular arrest. Today, as he nears 60, Momon would like to forget that part of his life. He has found peace by retiring from the ""business"". He tends to his wife Janou, who suffered so in the past, and to his children and grandchildren, all of whom have great respect for this man of simple and universal values, so clear-headed and full of kindness. But then Serge Suttel, who has disowned nothing of his past, comes back into the picture.",56415,Crime
731,"The major sub-plot circles around the youngest Griffin, Stewie, who has a near-death experience at a pool when a lifeguard chair falls on him, but he survives. After having a vision of being in Hell, he decides to change his ways, but this doesn't last long. While watching television, he and Brian spot a man that looks like Stewie. Brian is convinced that he is Stewie's real father, until Stewie learns that the man is actually himself as an adult, taking a vacation from his own time period. Baby Stewie visits thirty years later to discover that his adult self, going by the name Stu, is a single blue-collar middle-aged virgin working at a Circuit City-type store. Meanwhile, Peter and Lois are trying to teach their two older kids, Meg and Chris, to date. In the future, Chris, who hasn't changed much, is working as a cop and is married to a foul-mouthed hustler named Vanessa. Meg is now called Ron, since she had a sex-change after college. Written by pepperann210",65215,Comedy
393,"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",532067,Fantasy
31,"To many in the bodybuilding world, Calum von Moger is seen as the future of the sport. A two time Mr. Universe champion who has proven himself to have one of the greatest physiques currently on the professional stage; Calum was catapulted into social media stardom. Known for his resemblance to Arnold Schwarzenegger and dubbed Arnold 2.0.  But a sudden and tragic bicep tear brought his training and goals to a grinding halt. Losing dozens of pounds of muscle and unable to train until fully recovering – Calum was forced to reassess his bodybuilding path and find a way to fight back up to the top. Calum von Moger: Unbroken chronicles his rise, fall, and now recovery as he moves into a promising career in television and film.  Showcasing a man with an indomitable will that overcomes all the hurdles in his path and taking him to a place that both skeptics and doctors thought was impossible.",597237,Documentary
74,"This documentary divided into five segments examines the source and its path to the movies, backstory, special effects story/character areas, cast and performances. It includes notes from Reynolds, Liefeld, Miller, Wernick, Reese, executive producers Aditya Sood and Stan Lee, co-creator/comics writer Fabian Nicieza, producer Simon Kinberg, comics writer Joe Kelly, specialty costume designer Russell Shinkle, makeup designer Bill Corso, production designer Sean Haworth, director of photography Ken Seng, executive producer/unit production manager John J. Kelly, previs supervisor Franck Balson, stunt coordinator Philip J. Silvera, visual effects supervisors Pauline Duvall and Jonathan Rothbart, visual effects producer Annemarie Griggs, 2nd unit director/stunt coordinator Robert Alonzo, special effects coordinator Alex Burdett, utility stunts Regis Harrington, composer Tom Holkenberg, and actors Morena Baccarin, TJ Miller, Brianna Hildebrand, Leslie Uggams, Ed Skrein, and Gina Carano.",413323,Documentary
924,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.",632322,Drama
900,"Film adaptation of the same-titled comic popular for its extraordinary premise. Up-and-coming Yoshida Kota, known for his humorous yet sensual style in films like Usotsuki Paradox, creates a unique coming-of-age drama about love between two girls, with elements of sports and perseverance sprinkled throughout.  The ""Torture Club"" is an official afterschool activity at the private school Saint Honesty Gakuen. Yuzuki (Kijima Noriko) has no idea about the club when she enrolls, and gets abducted by the club members and hauled off the clubroom. There, she finds out that upperclass student Aoi (Yoshizumi Haruna), her secret idol, is in the club, and decides to join, but…",297090,Drama
767,"Trini is the most famous flamingo dancer in the world and she has an envious life. Everyone loves her dancing, but when a seemingly innocuous domestic accident takes her husband's life, a deep depression falls over Trini forcing her to quit the stage. Damien's behaviour, her 8-year-old son, becomes uncontrollably forcing Trini to call upon doctor after doctor to provide relief. When no answers can be found, there is left only one possible explanation - Damien has been possessed by a dark spirit! Trini begins a desperate quest to repair her shattered family. This search eventually leads to a defrocked priest called Father Lenin whose own severe spiritual crisis may not bode well for what lays ahead. With no where to turn and all other hopes to save her shattered family exhausted, Trini must place her faith in a man whose faith is... questionable!",337719,Comedy
