"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path","success","status_code","status_message"
false,"[]","","1921-12-12","2012-05-21",1,,1729745,,"Acting","Danna Hansen",,1.252,,,,
false,"[]","",,,2,,1895598,"nm3427990","Acting","Peter Mark",,0.6,,,,
false,"[]","",,,2,,88105,"nm1151381","Acting","Atticus Todd",,4.474,"/ts0iRqKx4kLW4UgXWdZeySJ2Btg.jpg",,,
false,"[""Najja Ayana""]","","1984-05-14",,1,,1895588,"nm3037822","Acting","Najja Meeks","Los Angeles, California, USA",1.96,"/nDCUb6V2qwlB48G5xcKczevquw9.jpg",,,
false,"[""Henry Hayashi""]","","1964-12-07",,2,,1202981,"nm0370617","Acting","Eidan Hanzei"," San Jose, California, USA",1.098,,,,
false,"[]","",,,2,,59013,"nm1912074","Acting","Setu Taase",,4.143,"/avhFL1Ccove4uwAaq9XH5VoamNa.jpg",,,
false,"[""Linkin Park""]","Chester Charles Bennington (March 20, 1976 – July 20, 2017) was an American singer, songwriter, and actor. He was best known as the lead singer for the rock band Linkin Park, and also served as the frontman for Dead by Sunrise and Stone Temple Pilots.

Description above from the Wikipedia article Chester Bennington, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1976-03-20","2017-07-20",2,,108661,"nm1057933","Acting","Chester Bennington","Phoenix, Arizona, USA",9.677,"/6100kBIvUHArlQnBYO0B3u107rV.jpg",,,
false,"[]","",,,1,,1284345,"nm3157473","Acting","Yeva-Genevieve Lavlinski","Odessa, Ukraine",3.842,,,,
false,"[""Annie Girard""]","","1982-09-26",,1,,1581943,"nm0320632","Acting","Anne Girard","Elsah, Illinois, USA",1.115,,,,
false,"[""Shulan Noma"",""Shulan Tabish"",""Shu Lan Noma""]","",,,1,,209417,"nm1234674","Acting","Shu Lan Tuan",,1.772,,,,
false,"[]","",,"2015-09-08",2,,60857,"nm0950724","Acting","Galen Yuen",,1.553,"/sQ6wrTwE0MGQTBluAwMO1a6XE8x.jpg",,,
false,"[""John DeLancie""]","John de Lancie (born March 20, 1948) is an American actor. He has been active in screen and television roles since 1977 and has been featured for several recurring roles on American television series, including Q in Star Trek: The Next Generation, Star Trek: Deep Space Nine and Star Trek: Voyager, Colonel Frank Simmons in Stargate SG-1, Donald Margolis in Breaking Bad, and Discord in My Little Pony: Friendship Is Magic.","1948-03-20",,2,,11077,"nm0209496","Acting","John de Lancie","Philadelphia - Pennsylvania - USA",10.172,"/pOSr6dms5GjOkUWwe0tR36S3Zcq.jpg",,,
false,"[""Джэми Харрис""]","Tudor St. John ""Jamie"" Harris (born 15 May 1963) is an English actor. He is the son of actor Richard Harris and socialite Elizabeth Rees-Williams. His two brothers are actor Jared Harris and director Damian Harris.","1963-05-15",,2,,111195,"nm0364807","Acting","Jamie Harris","Whitechapel, London, England, UK",4.278,"/w4RhAUrejInGkOYc0T4B6Wxpncd.jpg",,,
false,"[""Billy Unger""]","From Wikipedia, the free encyclopedia.

William Brent ""Billy"" Unger (born October 15, 1995) is an American teen actor credited as Billy Unger. Unger is best known as an actor for his lead role as Sammuel ""Sammy"" Benson on the 2009 comedy film Opposite Day with Ariel Winter. Unger has also appeared as Zora's love interest ""Wesley"" in the Disney Channel Comedy series Sonny with a Chance.

Billy was born in Palm Beach County, Florida. He has an older sister, Erin, and younger brother, Eric. He had been modelling from a young age and when he was nine he decided he wanted to be an actor. His parents enrolled him in an acting school, along with his sister and brother.

Description above from the Wikipedia article Billy Unger, licensed under CC-BY-SA, full list of contributors on Wikipedia.​","1995-10-15",,2,,116446,"nm2598945","Acting","William Brent","Palm Beach County, Florida, USA",7.487,"/eZIet8egInPNCrpIOkrrYxXp7e1.jpg",,,
false,"[""Geraldine Estelle Horner"",""Geraldine Halliwell"",""Geri Horner"",""Ginger Spice"",""Spice Girls""]","","1972-08-06",,1,"http://www.gerihorner.com/",47987,"nm0001312","Acting","Geri Halliwell"," Watford, Hertfordshire, England, UK",1.256,"/wWh8mqeNVDaJu9EwCUMwM9dNb06.jpg",,,
false,"[""Cory Haim"",""Corey Ian Haim"",""Space Ace"",""The Haimster""]","Corey Ian Haim (December 23, 1971 – March 10, 2010) was a Canadian actor, known for a 1980s Hollywood career as a teen idol. He starred in a number of films such as Lucas, Silver Bullet, Murphy's Romance, License to Drive and Dream a Little Dream. His best-known role was alongside Corey Feldman in The Lost Boys, which made Haim a household name. Known as The Two Coreys, the duo became 1980s icons and went on to star in seven further movies together, later starring in the A&amp;E reality show The Two Coreys. Haim's early success led to money and fame, and he began using drugs by fifteen. For three years in the late 1980s, Haim was the most famous teenager in the world. He had difficulties breaking away from his experience as a teen actor, and was troubled by drug addiction throughout his later career.

Description above from the Wikipedia article Corey Haim, licensed under CC-BY-SA, full list of contributors on Wikipedia","1971-12-23","2010-03-10",2,"http://www.coreyhaim.us/",17444,"nm0000433","Acting","Corey Haim","Toronto, Ontario, Canada",6.76,"/ygcYkFPIzXTbwYN9udzJpJOeKlo.jpg",,,
false,"[""Joseph Julian"",""Julian Soria "",""Joseph Soria"",""J.J. Soria""]","","1986-08-28",,2,,73127,"nm1928515","Acting","Joseph Julian Soria",,7.619,"/vcBpEeJLPtOuSnrSuV7oUJKSuY7.jpg",,,
false,"[]","",,,0,,590820,"nm2542282","Acting","Art Hsu",,1.96,,,,
false,"[""Keone Joseph Young"",""Keone Yong"",""Keoni Young""]","","1947-09-06",,2,,91387,"nm0949775","Acting","Keone Young","Honolulu, Hawaii, USA",5.831,"/nDTQe7D7NmbzAryfKQKx2NALmid.jpg",,,
false,"[""Roy Wilson"",""Roy R. Wilson""]","","1969-01-20",,2,,117187,"nm0934008","Acting","Reno Wilson","USA",4.515,"/odYnlRblq5nQHqFgOAu5zPUJCde.jpg",,,
false,"[]","",,,0,,168974,"nm1549602","Acting","Julanne Chidi Hill",,8.945,"/nicHdYpNDyy7jZ9Z5Q6e9gcSFTx.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia.

Efren Antonio Ramirez (born October 2, 1973) is an American actor.

Description above from the Wikipedia article Efren Ramirez, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1973-10-02",,2,,20190,"nm0708293","Acting","Efren Ramirez","Los Angeles, California, USA",7.802,"/vo4IDt4NeNCHBXLz58Wjlx5994a.jpg",,,
false,"[""José Pablo Cantillo""]","​From Wikipedia, the free encyclopedia.  

Jose Pablo Cantillo (born March 30, 1979) is an American actor of Costa Rican descent. Jose Pablo Cantillo (known as 'Joey' in his HS days) grew up in Terre Haute, Indiana, and attended Terre Haute South Vigo High School where he was a tennis standout for all 4 years, leading the Terre Haute South Braves to a State Runner-Up finish in 1996. He attended Indiana University, and graduated in 2002 with a double major in Finance and Marketing. Cantillo then decided to pursue an acting career in New York City after taking some drama classes at IU. In late 2003, he moved to California, where he and his wife Kristi, and their 7-year-old daughter live in Santa Clarita, a town “that kind of reminds us of Terre Haute.” After doing off-Broadway plays in New York, Cantillo landed guest roles on popular television series from early 2000 to present. After 2006 he started getting supporting and large roles.","1979-03-30",,2,,20191,"nm1504678","Acting","Jose Pablo Cantillo","Marshfield, Wisconsin, USA",4.031,"/yFXs2LPRW3GVB272WFlqmZPhexS.jpg",,,
false,"[""Clifton Craig Gonzalez Collins Jr. "",""William Battersby"",""Clifton Gonzalez-Gonzalez"","" Clifton Craig Collins Jr. "","" Clifton Gonzalez Collins "",""Clifton Gonzales Gonzales "",""Clifton Gonzalez"",""Clifton González González"",""Клифтон Коллинз мл."",""클리프톤 콜린스 주니어""]","Clifton Collins Jr. is an American film and television actor, best known for playing student Cesar Sanchez opposite substitute teacher Samuel L. Jackson in the feature film ""One Eight Seven"", and as the killer Perry Smith in the independent movie ""Capote"". He also played recurring characters in many television shows and is a series regular in HBO's ""Westworld"".","1970-06-16",,2,"http://www.cliftoncollinsjr.com",5365,"nm0004286","Acting","Clifton Collins Jr.","Los Angeles, California, USA",9.73,"/ceryVVubF74pgu13Y0KUqIzxOae.jpg",,,
false,"[""Bai Ling"",""Ling Bai"",""白灵"",""Бай Лин"",""Бай Лін"",""白靈""]","Bai Ling (born October 10, 1966) is a Chinese actress who has since claimed US citizenship.

Description above from the Wikipedia article Bai Ling, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1966-10-10",,1,"http://www.officialbailing.com/",39126,"nm0000499","Acting","Bai Ling","Chengdu, China",23.709,"/PXbFNTUbC3aoLrquCzFaxdF2ev.jpg",,,
false,"[""Dwight David Yoakam""]","From Wikipedia, the free encyclopedia.

Dwight David Yoakam (born October 23, 1956) is an American singer-songwriter, actor and film director, most famous for his pioneering country music. Popular since the early 1980s, he has recorded more than twenty-one albums and compilations, has charted more than thirty singles on the Billboard Hot Country Songs charts, and sold more than 25 million records.","1956-10-23",,2,,20309,"nm0948267","Acting","Dwight Yoakam","Pikeville - Kentucky - USA",6.164,"/lMqcRiQs2OELf0xvFbLbX4nnXi8.jpg",,,
false,"[]","David Carradine (born John Arthur Carradine Jr.; December 8, 1936 – June 3, 2009) was an American actor best known for playing martial arts roles. He is perhaps best known as the star of the 1970s television series Kung Fu, playing Kwai Chang Caine, a peace-loving Shaolin monk travelling through the American Old West. He also portrayed the title character of both of the Kill Bill films. He appeared in two Martin Scorsese films: Boxcar Bertha and Mean Streets.

David Carradine was a member of the Carradine family of actors that began with his father, John Carradine. The elder Carradine's acting career, which included major and minor roles on stage, television, and in cinema, spanned more than four decades. A prolific ""B"" movie actor, David Carradine appeared in more than 100 feature films in a career spanning more than six decades. He received nominations for a Golden Globe Award and an Emmy Award for his work on Kung Fu, and received three additional Golden Globe nominations for his performances in the Woody Guthrie biopic Bound for Glory (1976), the television miniseries North and South (1985), and Quentin Tarantino's Kill Bill: Volume 2, for which he won the Saturn Award for Best Supporting Actor.

Throughout his life, Carradine was arrested and prosecuted for a variety of offenses, which often involved substance abuse. Films that featured Carradine continued to be released after his death. These posthumous credits were from a variety of genres including action, documentaries, drama, horror, martial arts, science fiction, and westerns. In addition to his acting career, Carradine was a director and musician. Moreover, influenced by his Kung Fu role, he studied martial arts. On April 1, 1997, Carradine received a star on the Hollywood Walk of Fame.

Description above from the Wikipedia article David Carradine, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1936-12-08","2009-06-03",2,,141,"nm0001016","Acting","David Carradine","Hollywood, Los Angeles, California, USA",12.573,"/jdDFGi5vQtbRr9amsIbnK18duiV.jpg",,,
false,"[""Эми Смарт"",""Amy Lysle Smart"",""Έιμι Σμαρτ"",""Έιμι Λάισλ Σμαρτ""]","Amy Lysle Smart is an American actress and former fashion model. Smart began her career modeling in Italy and subsequently enrolled in acting school. Her first role in film was in director Martin Kunert's film Campfire Tales. Wikipedia","1976-03-26",,1,"http://www.amy-smart.com",20189,"nm0005442","Acting","Amy Smart","Topanga Canyon, California, USA",36.085,"/byLbVH8smwtJ5L6S7VoWmNf9yxn.jpg",,,
false,"[""Джейсон Стейтем"",""Джейсон Стэйтем"",""جيسون ستاثام"",""ジェイソン・ステイサム"",""เจสัน สเตธัม"",""傑森·史塔森"",""Джейсън Стейтъм"",""ჯეისონ სტეტჰემი"",""Τζέισον Στέιθαμ"",""JS"",""杰森·斯坦森"",""제이슨 스타뎀""]","Jason Statham is an English actor and martial artist, known for his roles in the Guy Ritchie crime films Lock, Stock and Two Smoking Barrels; Revolver; and Snatch. Statham appeared in supporting roles in several American films, such as The Italian Job, as well as playing the lead role in The Transporter, Crank, The Bank Job, War (opposite martial arts star Jet Li), and Death Race. Statham solidified his status as an action hero by appearing alongside established action film actors Sylvester Stallone, Arnold Schwarzenegger, Bruce Willis, Jet Li and Dolph Lundgren in The Expendables. He normally performs his own fight scenes and stunts.","1967-07-26",,2,,976,"nm0005458","Acting","Jason Statham","Shirebrook, Derbyshire, England, UK",112.369,"/whNwkEQYWLFJA8ij0WyOOAD5xhQ.jpg",,,
false,"[]","While the industry was breaking down all around her, Dana Schick was busy making a movie. Serving as lead actress and executive producer on the quarantine-inspired film, The Death of Us, this lady wasn't about to let a pandemic get her down.

Classically trained, Dana has also played roles in plays from Shakespeare to Oscar Wilde, and has appeared in numerous movies and daytime and primetime TV shows. You may have seen her in Manifest and John Wick: Chapter 3 - Parabellum.

Dana began her acting education in the best way possible, on a scholarship with the world-renowned Lee Strasberg Film & Theatrical Institute at just 13 years of age. She blossomed into a talented performer right before Hollywood's finest, as acting greats Robert De Nero and Al Pacino would stop by to catch a glimpse of the next generation of talent.

Later, Dana continued to build on her craft by training with the great teachers of her profession in Howard Fine, Ivanna Chubbuck, and Margie Haber.

While acting remains her no. 1 passion, Dana's resume also features several stunt performances on productions such as 2001's Planet of the Apes and 2014's Swelter.

Dana's artistic ambitions revealed themselves at an early age. At just seven years old, she expressed her creative talents through music, when impressing her friends and family with her violin and flute performances. However, it wasn't until she joined a performing art school at 13 that her acting and dance talents emerged, and a future star was born.

Thanks to her perceived good looks, Dana's earlier years saw her became a high-fashion and runway model, with her resume including a photo shoot with the esteemed David LaChapelle. So while she can kick ass, don't worry...you can be damn sure she's going to look good doing it.

When Dana commits to a project, she really commits. Make no mistake...she's in this business for the long haul. That focus and discipline may have something to do with the fact that her paternal roots lie in the military. The German blood she inherited from her father's side may help with that too.

Dana even manages to find a little time for herself on occasion. When she does, she enjoys reading, photography, learning, traveling, and getting lost on the Internet.

Dana looks forward to fulfilling her EGOT ambitions, performing alongside the likes of Glenn Close and Johnny Depp along the way.",,,1,"http://www.danaschick.com",1950920,"nm3137314","Acting","Dana Schick"," Munich, Bavaria, Germany",1.96,"/8PnlNY6aAmx9nA3j0VZXNN34W1t.jpg",,,
false,"[]","",,,0,,2394267,,"Acting","Alexey Golousenko",,1.38,,,,
false,"[]","",,,0,,1094218,"nm1595667","Acting","Aïssam Bouali",,2.188,,,,
false,"[]","Tiler Kalyn Peck is a professional ballet dancer who is a principal dancer with the New York City Ballet. She is noted for dancing at the Kennedy Honors ceremony twice in front of U.S. President Barack Obama and First Lady Michelle Obama. Wikipedia","1989-01-12",,1,,1934389,"nm0669732","Acting","Tiler Peck","Bakersfield, California, USA",0.943,"/vVTzd1lvEGG0BCiblE1zoOsqE9M.jpg",,,
false,"[]","",,,0,,2311144,,"Acting","Sergio Delavicci",,1.321,,,,
false,"[]","",,,0,,1461347,"nm2603072","Acting","Andrea Sooch",,5.974,"/1l7w43URGBpTkK5xletbgJ1tsAm.jpg",,,
false,"[]","",,,1,,2311142,"nm7473729","Acting","Unity Phelan","Princeton, New Jersey, USA",1.96,"/agB3ZfW9ZNzHxGvOfijSkT8YbJe.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia

Boban Marjanović (born August 15, 1988) is a Serbian professional basketball player for the Dallas Mavericks of the National Basketball Association (NBA). He also plays for the Serbian national basketball team in international competitions. In 2015, he earned an All-EuroLeague First Team selection.

Description above from the Wikipedia article Boban Marjanović, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1988-08-15",,2,,2057864,,"Acting","Boban Marjanović","Boljevac, Serbia",1.633,"/DGvtrQhWbE7oeX89wkjF8ERGUg.jpg",,,
false,"[""陈虎"",""Tiger Chen"",""Chen Hu"",""Tiger Chen Hu""]","Tiger Chen is a veteran martial arts choreographer who has worked on films Crouching Tiger, Hidden Dragon, The Matrix trilogy, Charlies' Angels and Kill Bill. ","1975-03-03",,2,,579330,"nm0155392","Acting","Tiger Hu Chen","Chengdu (Sichuan), China",2.008,"/ezZ55weUDy7xX02DjV0wwmwyWNl.jpg",,,
false,"[]","Roger Winston Yuan (born January 25, 1961) is an American martial arts fight trainer, stunt coordinator / performer, and actor who has trained many actors and actresses in many Hollywood films. As an actor himself, he also appeared in Shanghai Noon (2000) opposite Jackie Chan, Bulletproof Monk (2003) alongside Chow Yun-fat, the technician in Batman Begins (2005), and as Sévérine's bodyguard in Skyfall (2012). He is a well-recognized choreographer in Hollywood.","1961-01-25",,2,,2974,"nm0950619","Acting","Roger Yuan","Carbondale, Illinois, USA",6.468,"/jHdxbT6n3ToYKw0DVFIUkva86SO.jpg",,,
false,"[""제이슨 만초우카스""]","Jason Mantzoukas is an American actor, comedian, and writer. Although he is often cast as characters of Middle Eastern ethnicity, Mantzoukas is of Greek descent. He is best known for his recurring role as Rafi in the FX comedy series The League and co-starring alongside Sacha Baron Cohen in The Dictator. ","1972-12-18",,2,,111683,"nm1727621","Acting","Jason Mantzoukas","Nahant, Massachusetts, USA",28.556,"/d6TgUJpAVHC5tZVFHymYMD7rz2e.jpg",,,
false,"[""Susan J. Blommaert"",""Susan Blommert""]","Susan Blommaert is an American stage and screen actress.","1947-10-13",,1,,1913,"nm0088964","Acting","Susan Blommaert","USA",7.376,"/pAzu79y0zHGaPfZNsT6t2ywTfzs.jpg",,,
false,"[""Ρόμπιν Τέιλορ""]","Robin Lord Taylor is an actor, known for Accepted (2006), Another Earth (2011) and Would You Rather (2012).","1978-01-01",,2,,59262,"nm2088699","Acting","Robin Lord Taylor","Johnson County, Iowa, USA",20.112,"/eNHKDnv7yz0T2KeyGte12zVv5sx.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia

Randall Duk Kim (born September 24, 1943) is an American stage, film, and television actor.","1943-09-24",,2,,9462,"nm0453641","Acting","Randall Duk Kim","Hawaii, USA",8.65,"/uPRoCyVJyQ2Py2gBUK8JbxTOuL1.jpg",,,
false,"[""Jerome Patrick Flynn"",""Robson & Jerome"",""Джером Флинн""]","Jerome Patrick Flynn is an English actor and singer. He is best known for his roles as Paddy Garvey of the King's Fusiliers in the ITV series Soldier Soldier, Fireman Kenny 'Rambo' Baines in the pilot of London's Burning, Bronn in the hit HBO series Game of Thrones, and Bennet Drake in Ripper Street.

He and his Soldier Soldier co-star Robson Green also performed as Robson & Jerome in the later half of the 1990s. They released a version of ""Unchained Melody"", which stayed at number 1 for 7 weeks on the UK Chart, selling more than a million copies and becoming the best-selling single of 1995. The duo had two further number 1 singles: ""I Believe"" and ""What Becomes of the Brokenhearted"". Their eponymous debut album and the follow-up Take Two both reached number 1 on the UK Albums Chart.","1963-03-16",,2,"http://jeromeflynn.com/",195930,"nm0283492","Acting","Jerome Flynn","Bromley, Kent, England, UK",17.357,"/yI5xxWITp2YjMgiwac72Nen60jq.jpg",,,
false,"[""Said Taghmaoui"",""سعيد تغماوي"",""سعيد التغماوي""]","Saïd Taghmaoui (born July 19, 1973) is a French actor and screenwriter of Moroccan background. One of his defining screen roles was that of Saïd in the award winning 1995 French film La Haine directed by Mathieu Kassovitz.However, Saïd has also appeared in a number of more recent English Language films, with roles such as the U.S.-trained philosophical Iraqi interrogator Captain 'My Main Man' Saïd in Three Kings, and as ""Omar"", the close radical Islamic associate of Don Cheadle (Samir), in the 2008 thriller Traitor.

Description above from the Wikipedia article Saïd Taghmaoui, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1973-07-19",,2,,5419,"nm0846548","Acting","Saïd Taghmaoui","Villepite, Seine-Saint-Denis, France",3.211,"/kuxI08YpwQFGweIXK7TELknwexr.jpg",,,
false,"[""Asia Kate Dillon Norman"",""Asia Dillon""]","Asia Kate Dillon was born on November 15, 1984 in Ithaca, New York, USA. They are known for playing Brandy Epps in Orange Is the New Black and Taylor Mason in Billions. Their role on Billions is the first gender non-binary character on American television. Dillon identifies as non-binary and uses singular they pronouns.","1984-11-15",,3,,1776040,"nm3545872","Acting","Asia Kate Dillon","Ithaca, New York, USA",9.788,"/jJutYe9XAaCrHyKGi3nIpCOwwkR.jpg",,,
false,"[""Mark Dakaskos "",""Mark Alan Dacascos"",""麥達卡史高斯"",""Marc Dacascos"",""Марк Дакаскос""]","​From Wikipedia, the free encyclopedia.  

Mark Alan Dacascos (born February 26, 1964) is an American actor and martial artist. He won numerous karate and various styles of kung fu championships between the ages of 7 and 18. Beginning in January 2005, Dacascos has portrayed ""the Chairman"" on Food Network's television series Iron Chef America. This role was previously played by Takeshi Kaga in the original Japanese Iron Chef, and Dacascos' character is presented as Kaga's nephew, though the actors are not related. Dacascos went on to continue the role in Iron Chef Australia. His other roles include: Eric Draven in The Crow: Stairway to Heaven, Eubulon, the Advent Master, on Kamen Rider Dragon Knight, the lead role of ""Mani"" in the French film Brotherhood of the Wolf and the lead role of ""Crying Freeman"" in the film of the same name. Dacascos competed in season 9 of Dancing with the Stars. His partner was So You Think You Can Dance finalist Lacey Schwimmer. The pair was eliminated in the 7th episode. On November 2, 2010, CBS announced Dacascos was cast to reprise the role of Steve McGarrett's arch-nemesis, Wo Fat, in the modern remake of Hawaii Five-0.","1964-02-26",,2,"http://www.dacascos.com/",18702,"nm0001092","Acting","Mark Dacascos","Honolulu, Hawaii, USA",31.299,"/trOACuJz1KzhB51qe6asaxRuxrh.jpg",,,
false,"[""Halle Maria Berry "",""Хали Бери"",""할리 베리"",""Χάλι Μπέρι"",""Хэлли Берри"",""Холли Берри"",""荷莉貝瑞""]","Halle Maria Berry (born August 14, 1966) is an American actress and former fashion model. She won an Academy Award for Best Actress in 2002 for her performance in Monster's Ball, becoming the first and, as of 2014, the only woman of African-American descent to win an Oscar for a leading role. She is one of the highest paid actresses in Hollywood and has been involved in the production side of several of the films in which she performed. Berry is also a Revlon spokes-model.

Before becoming an actress, Berry entered and placed in several beauty contests, including the Miss USA Pageant and Miss World Pageants. Her breakthrough film role was in 1992's Boomerang, which led to numerous roles throughout the 1990s, including Introducing Dorothy Dandridge (1999), for which she won the Emmy Award and Golden Globe Award for Best Actress.  Berry reached a higher level of prominence in the 21st Century with prominent action films, including Die Another Day (2002), where she played Bond Girl Jinx.  In addition to her Academy Award win, Berry was awarded a ""worst actress"" Razzie award in 2005 for her controversial role as the titular character in Catwoman. She appeared at the ceremony to accept the award in person (making her the third person, and second actor, ever to do so) with a sense of humor, holding the Academy Award in one hand and the Razzie in the other. Divorced from baseball player David Justice and musician Eric Benét, Berry has a daughter by model Gabriel Aubry, and a son with her current husband, actor Olivier Martinez.  Berry has routinely been nominated for beauty-based awards in print, including ranking number one in People Magazine’s “50 Most Beautiful People in the World” list in 2003. Berry continues to star in film roles, while also participating in political activism in support of environmentalism, among other causes.","1966-08-14",,1,,4587,"nm0000932","Acting","Halle Berry","Cleveland, Ohio, USA",18.765,"/ylkN2DRmjIFwoJDzHL3Zw7CSvwF.jpg",,,
false,"[]","",,,2,,1342054,"nm4113112","Acting","Joel Thingvall","United States of America",1.78,,,,
false,"[]","",,,2,,1577529,"nm1695365","Acting","Chandler Williams",,0.923,"/ys5OsisuDVlIhPGG4AgUwpYDD77.jpg",,,
false,"[]","Peter Gerety is an American stage and screen actor.","1940-05-17",,2,,1986,"nm0314253","Acting","Peter Gerety","Providence, Rhode Island, USA",7.54,"/4P7v9Tx7pNkfLGhwDwsP8oBytbt.jpg",,,
false,"[""David Warshofksy""]","David Warshofsky is an American actor.","1961-02-23",,2,,37204,"nm0913175","Acting","David Warshofsky","Saratoga, California, USA",4.674,"/qE0vyk9VbkmubP0agH6XsgClwkb.jpg",,,
false,"[""Spencer Garrett Heckenkamp""]","From Wikipedia, the free encyclopedia.

Spencer Garrett (born September 19, 1963) is an American actor who has appeared in television programs, television films, films, and a few blockbuster productions like Transformers: Revenge of the Fallen, Public Enemies, and Air Force One.","1963-09-19",,2,,49275,"nm0308208","Acting","Spencer Garrett"," Los Angeles, California, USA",6.103,"/jJWISea4PvC9Mv5kWONAMKhEK7j.jpg",,,
false,"[]","",,,2,,1624949,,"Acting","Rick Uecker",,3.842,"/8jAodYLYpzCWTB96xoBoWM7GU81.jpg",,,
false,"[]","",,,2,,1624948,"nm3000883","Acting","Stephen Spencer",,0.6,,,,
false,"[""Lili Anne Taylor"",""Λίλι Τέιλορ"",""릴리 테일러""]","Lili Anne Taylor (born February 20, 1967) is an American actress who is known for her distinctive character roles across independent films, feature films and television. Her accolades include a Golden Globe Award and three Primetime Emmy Award nominations.

Taylor's notable film roles are Mystic Pizza (1988), Say Anything... (1989), Dogfight (1991), Short Cuts (1993), The Addiction (1995), I Shot Andy Warhol (1996), Ransom (1996), The Haunting (1999), Public Enemies (2009), The Conjuring (2013), and Maze Runner: The Scorch Trials (2015). In television, Taylor has appeared in Six Feet Under, Hemlock Grove, and Almost Human. For starring in the anthology series American Crime, she earned critical acclaim.

Description above from the Wikipedia article Lili Taylor, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1967-02-20",,1,,3127,"nm0000666","Acting","Lili Taylor","Glencoe, Illinois, USA",17.705,"/vWcMUi3QyvCr3QuFbjtwyPx7WtU.jpg",,,
false,"[]","",,,1,,1012144,"nm2559036","Acting","Shanyn Leigh",,2.999,"/z5XSFJFslJYWDPThVMqFIhFHDvg.jpg",,,
false,"[""다이애나 크롤""]","Diana Jean Krall, OC, OBC (born November 16, 1964) is a Canadian jazz pianist and singer, known for her contralto vocals. She has sold more than 6 million albums in the US and over 15 million worldwide; altogether, she has sold more albums than any other female jazz artist during the 1990s and 2000s. On December 11, 2009, Billboard magazine named her the second Jazz artist of the 2000–2009 decade, establishing herself as one of the best-selling artists of her time. She is the only jazz singer to have eight albums debuting at the top of the Billboard Jazz Albums. To date, she has won three Grammy Awards and eight Juno Awards.

Description above from the Wikipedia article Diana Krall, licensed under CC-BY-SA, full list of contributors on Wikipedia","1964-11-16",,1,"http://dianakrall.com",137386,"nm0005106","Acting","Diana Krall","Nanaimo, British Columbia, Canada",3.69,"/p5PxbEru8OAlgow2P2EMSPTbxsV.jpg",,,
false,"[""John Hoogenaker""]","John Hoogenakker is an actor.",,,0,,1188193,"nm2139624","Acting","John Hoogenakker",,8.655,"/bokpn3k2HH8MErBgVqrZrc8WheS.jpg",,,
false,"[""Kurt Alan Naebig ""]","",,,0,,35025,"nm0352978","Acting","Kurt Naebig",,1.162,"/uGghOoAZA15Hvwz7iffKVRkGJvd.jpg",,,
false,"[]","Randy Ryan is an American film and television actor.",,,2,,134787,"nm0752799","Acting","Randy Ryan","Henderson, Tennessee, USA",2.023,"/h4VsW7BZnR1LAvmYfc7fQfhnP9b.jpg",,,
false,"[""Richard Ian Porterfield Short""]","Richard Short is a British stage, film and television actor as well as a writer about sports and travel.","1975-10-08",,2,,206483,"nm2095375","Acting","Richard Short","South Shields, Tyne and Wear, England, UK",4.638,"/oDj33iCAnHQgdG1CK1spHDt6Nfd.jpg",,,
false,"[]","",,,2,,1624928,,"Acting","Jeff Shannon",,1.4,,,,
false,"[]","",,,2,,1624925,,"Acting","Jonathan Macchi",,0.828,,,,
false,"[]","","1957-06-27",,2,,155961,"nm0092948","Acting","John Michael Bolger","Bronx, New York City, New York, USA",1.4,"/3Ij5kIu8lk5SSdrZuH5DwBXmZhF.jpg",,,
false,"[]","Casey Siemaszko (born Kazimierz A. Siemaszko) is a Polish-American actor and the brother of actress Nina Siemaszko. The son of a fighter in the Polish Underground who survived the Sachsenhausen concentration camp, Siemaszko narrated the 1998 feature, The Polish-Americans. Siemaszko was a graduate of the Goodman School of Drama at DePaul University in Chicago, which his sister, Nina Siemaszko later also attended.","1961-03-17",,2,,1953,"nm0797150","Acting","Casey Siemaszko","Chicago, Illinois, USA",9.335,"/rsZ1jewjvi3GJh9rOk7wb9zKYiZ.jpg",,,
false,"[]","Madison Dirks is an actor.",,,2,,1395525,"nm2891199","Acting","Madison Dirks",,1.22,,,,
false,"[]","",,,2,,1018310,"nm0766019","Acting","Michael Sassone",,1.012,,,,
