"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[""Gary Gray"",""Felix Gary Gray""]","Felix Gary Gray (born July 17, 1969) is an American filmmaker, music video director, and actor. Gray directed Friday, Set It Off, The Negotiator, and Straight Outta Compton, as well as the remake of The Italian Job.

Gray was born in New York. He began his career in 1989 when he appeared uncredited in the satire comedy film Major League. Three years later, he directed the music video for Ice Cube's ""It Was a Good Day."" The video is a literal adaptation of the lyrics. He would go on to direct subsequent videos for Ice Cube, as well as artists such as Cypress Hill, Outkast, Dr. Dre, and Queen Latifah.

At 24, Gray directed his first film, the urban comedy Friday with rapper-producer Ice Cube and Chris Tucker. Next he directed the film, Set It Off, with Jada Pinkett and Queen Latifah. He then went on to direct The Negotiator. The film starred Academy Award winner Kevin Spacey and Oscar nominee Samuel L. Jackson, and earned Gray both Best Film and Best Director awards at the 1998 Acapulco Film Festival.

Gray is also known for The Italian Job, an action-thriller starring Academy Award winner Charlize Theron and Oscar nominee Mark Wahlberg. Gray garnered the Best Director award at the 2004 Black American Film Festival for his work on the film, which surpassed the $100 million mark in the domestic box office.

His next film was A Man Apart, a violent action thriller starring Vin Diesel. He would later direct Be Cool, an adaptation of Elmore Leonard's novel of the same name. The John Travolta vehicle was a critical flop, but made $95.2 million worldwide.

His next film was the thriller Law Abiding Citizen, starring Academy Award winner Jamie Foxx and Gerard Butler. Scripted by Kurt Wimmer, it grossed over $100 million worldwide.

Gary is also responsible for directing many music videos. He has worked with artists like TLC, Dr. Dre, Tupac Shakur, Mary J. Blige, Stevie Wonder, Babyface, and Jay-Z, among others.

Gray received The Ivan Dixon Award of Achievement from the Black Hollywood Education and Resource Center and was named one of the “50 Best and Brightest African Americans Under 40” by Black Enterprise magazine. He was honored by the African American Film Critics Association with their 2004 Special Achievement Award and was recognized by the Artist Empowerment Coalition with the Artist Empowerment Award that same year. He also received the Pioneer Director award from the Pan-African Film and Arts Festival in 2010.

Description above from the Wikipedia article  F. Gary Gray, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1969-07-17",,2,"http://fgarygray.com/",37932,"nm0336620","Directing","F. Gary Gray","New York City, New York, USA",5.017,"/lVbwLnxtdiQaS8oGWFZMkhATLc5.jpg"
false,"[]","Colin T. Trevorrow (US: /trəˈvɑːroʊ/; born September 13, 1976) is an American film director and screenwriter. He directed the indie film Safety Not Guaranteed (2012) and the blockbuster film Jurassic World (2015), and also co-wrote the script to Jurassic World and its 2018 sequel.

Trevorrow was born on September 13, 1976 in San Francisco, California. He was raised in Oakland, California. His father was a musician in a country rock band and his mother was a photographer who also operated a day-care center. He is Jewish on his mother's side.

As a boy, he sang in the chorus of the San Francisco Opera. As a teenager, Trevorrow won awards from the Mill Valley Film Festival and the San Francisco Youth Film Festival. Trevorrow graduated from Piedmont High School in Piedmont, California, and later graduated from New York University's Tisch School of the Arts in 1999.

In 2002, he wrote and directed his first short film, Home Base; as of 2012, it had received over 20 million hits online. Trevorrow's first theatrical release was with Reality Show, a 2004 documentary film about the failed production of a reality television show. Trevorrow sold his first spec script titled Tester to DreamWorks in 2006. In 2008, he paired up with Derek Connolly, ten years after they had first met as NYU students while working as interns on Saturday Night Live, to write a buddy cop film script called Cocked and Loaded. Trevorrow said that the experience was so enjoyable that he decided to give up solo screenwriting and work with Connolly.

In 2012, Trevorrow directed Safety Not Guaranteed, a film inspired by a classified advertisement which ran in a 1997 issue of Backwoods Home Magazine that read: ""Somebody to go back in time with me. This is not a joke. P.O. Box 322, Oakview, CA 93022. You'll get paid after we get back. Must bring your own weapons. Safety not guaranteed. I have only done this once before."" The script was by Connolly, who intended for Trevorrow to direct it. The film received various accolades, including a nomination for Trevorrow for the Independent Spirit Award for Best First Feature. The film was nominated for the Grand Jury Prize at Sundance, where it picked up the Waldo Salt Screenwriting Award. After the release of Safety Not Guaranteed, Trevorrow and Connolly were hired by the Walt Disney Company to write an as-yet unmade remake of the film Flight of the Navigator (1986). Trevorrow co-wrote and directed Jurassic World (2015), and also provided his voice for the film's character of Mr. DNA. Connolly and Trevorrow also co-wrote the screenplay for its sequel, Jurassic World: Fallen Kingdom, which was released in June 2018 and for which Trevorrow is an executive producer.

After Jurassic World, Trevorrow next directed The Book of Henry, which was written by Gregg Hurwitz. The film was released by Focus Features on June 16, 2017 to generally negative reviews, although Trevorrow stood by the film.

On March 30, 2018 it was announced that Trevorrow would be returning to the Jurassic Park franchise to direct Jurassic World 3 (2021).

Description above from the Wikipedia article Colin Trevorow, licensed under CC-BY-SA, ful list of contributors on Wikipedia.","1976-09-13",,2,,930707,"nm1119880","Directing","Colin Trevorrow","San Francisco, California, USA",12.627,"/25IYvI3OvvLe6WZdLI98BWrvBbA.jpg"
false,"[""Juan Antonio Bayona"",""J Bayona"",""Juan Antonio García Bayona"",""J.A. Bayona""]","Juan Antonio García Bayona (born May 9, 1975) is a Spanish director, known for his supernatural horror debut ""The Orphanage"" (2007), disaster thriller ""The Impossible"" (2012), fantasy drama ""A Monster Calls"" (2016), action-adventure blockbuster ""Jurassic World: Fallen Kingdom"" (2018), and survival thriller ""Society of the Snow"" (2022).","1975-05-09",,2,,51894,"nm1291105","Directing","J. A. Bayona","Barcelona, Catalonia, Spain",5.515,"/cnbbnS7K8Uu6yohAfSRHv5Kxc7r.jpg"
false,"[""Daniel John Caruso"",""D.J. Caruso"",""D.J. 카루소""]","D. J. Caruso is an American director and producer. Caruso has directed the films Disturbia, Two for the Money, Taking Lives, The Salton Sea, and Eagle Eye. He has also directed television episodes for shows such as The Shield, Over There, Smallville, and Dark Angel. He directed his first music video in 2007 for the song Don't Make Me Wait by This World Fair. He was also a guest judge on the FOX reality show On the Lot for the episode of May 28/29. In 2009 he directed the music video for Airborne Toxic Event, Sometime Around Midnight.","1965-01-17",,2,,40256,"nm0142286","Directing","D. J. Caruso","Norwalk, Connecticut, USA",6.694,"/f1SZVhhjvzVot596JYVJdf60dWY.jpg"
false,"[""Joseph Hill Whedon ""]","Joseph Hill ""Joss"" Whedon is an American screenwriter, executive producer, director, occasional composer and actor, and founder of Mutant Enemy Productions. He is best known as the creator and showrunner of the television series Buffy the Vampire Slayer (1997–2003), Angel (1999–2004), Firefly (2002) and Dollhouse (2009–2010), as well as the short film Dr. Horrible's Sing-Along Blog (2008). He is also notable for his work in film, comic books, and online media. Many of Whedon's projects, as well as Whedon himself, enjoy a cult status.","1964-06-23",,2,,12891,"nm0923736","Writing","Joss Whedon","New York City, New York, USA",13.132,"/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg"
false,"[""Джо Руссо"",""Gozie Agbo"",""The Russo Brothers""]","Anthony and Joe Russo, known together professionally as the Russo brothers, are Emmy Award-winning American film and television directors. The brothers direct most of their work jointly, and they also occasionally work as producers, actors, and editors. The Russos are from Cleveland, Ohio, and were born a year apart. They are alumni of Case Western Reserve University.","1971-07-18",,2,"http://www.joerussosalmostdead.com/",19272,"nm0751648","Directing","Joe Russo","Cleveland, Ohio, USA",7.727,"/ph1GRCWVKk6Mz9lMBrxKvlb6Imo.jpg"
false,"[""Энтони Руссо"",""The Russo Brothers""]","Anthony and Joe Russo, known together professionally as the Russo brothers, are Emmy Award-winning American film and television directors. The brothers direct most of their work jointly, and they also occasionally work as producers, actors, and editors. The Russos are from Cleveland, Ohio, and were born a year apart. They are alumni of Case Western Reserve University.","1970-02-03",,2,,19271,"nm0751577","Directing","Anthony Russo","Cleveland, Ohio, USA",7.851,"/x2ZZJPBhuCJCTzRMu0GWuTt544W.jpg"
false,"[""알폰소 쿠아론"",""Αλφόνσο Κουαρόν"",""阿方索·卡隆""]","Alfonso Cuarón Orozco (born 28 November 1961) is a Mexican filmmaker. Cuarón is the first Mexico-born filmmaker to win the Academy Award for Best Director. He has been nominated for Academy Awards in six different categories, a record he shares with Walt Disney and George Clooney.

Cuarón has received 10 Academy Award nominations, winning four including Best Director for Gravity (2013) and Roma (2018), Best Film Editing for Gravity, and Best Cinematography for Roma. His other notable films from a variety of genres include the family drama A Little Princess (1995), the romantic drama Great Expectations (1998), the coming of age road film Y tu mamá también (2001), the fantasy film Harry Potter and the Prisoner of Azkaban (2004), and the science fiction dystopian thriller Children of Men (2006).","1961-11-28",,2,,11218,"nm0190859","Directing","Alfonso Cuarón","Mexico City, Mexico",4.505,"/gaHhrzPfxfc3cbQLkDt54gtP3n1.jpg"
false,"[]","Scott Derrickson is an American screenwriter, producer, and director. He lives in Los Angeles, California.

Description above from the Wikipedia article Scott Derrickson, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1966-07-16",,2,,55499,"nm0220600","Writing","Scott Derrickson","Denver, Colorado, USA",4.705,"/nOQkRTC6OPkUHebBfjIgtiZ0hvE.jpg"
false,"[""롭 마샬""]","Rob Marshall (born October 17, 1960) is an American theater director, film director and choreographer. He is a six-time Tony Award nominee, Academy Award nominee, Golden Globe nominee and four-time Emmy winner whose most noted work is the 2002 Academy Award Best Picture winner Chicago.

Marshall was born in Madison, Wisconsin and raised in Pittsburgh, Pennsylvania. He debuted in the film industry with the Emmy Award-wining TV adaptation of the musical Annie by Charles Strouse and Martin Charnin. After that he went on to direct the much anticipated adaptation of the Kander and Ebb musical Chicago in 2002 for which he was nominated for an Academy Award for Best Director. His next feature film was the drama Memoirs of a Geisha based on the best-selling book of the same name by Arthur Golden starring Zhang Ziyi, Gong Li, Michelle Yeoh and Ken Watanabe. The film went on to win three Academy Awards and gross $162,242,962 at the worldwide box office. In 2009, Marshall directed Nine, an adaptation of the hit Broadway production with the same name starring Daniel Day-Lewis, Marion Cotillard, Nicole Kidman, Sophia Loren and Penélope Cruz, who was nominated for an Academy Award for Best Supporting Actress. Marshall then went on to direct Pirates of the Caribbean: On Stranger Tides, the fourth chapter of Disney's Pirates of the Caribbean film series starring Johnny Depp, Ian McShane, Penélope Cruz and Geoffrey Rush, which is set to open on May 20, 2011.

Description above from the Wikipedia article Rob Marshall, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1960-10-17",,2,,17633,"nm0551128","Directing","Rob Marshall","Madison, Wisconsin, USA",2.793,"/4cTHkbMpsHHNI23HP3RHNLFoPRz.jpg"
false,"[]","Gore Verbinski, one of American cinema's most inventive directors who was a punk-rock guitarist as a teenager and had to sell his guitar to buy his first camera, is now the director of Pirates of the Caribbean: Dead Man's Chest (2006) which made the industry record for highest opening weekend of all time ($135,600,000) and grossed over $1 billion dollars worldwide.

He was born Gregor Verbinski on March 16, 1964 in Oak Ridge, Tennessee, to Laurette Ann (McGovern) and Victor Vincent Verbinski, a nuclear physicist who worked at the Oak Ridge Lab. His paternal grandparents were Polish. In 1967, the family moved to California, and young Gregor grew up near San Diego. His biggest influences as a kid were Franz Kafka's Metamorphosis and Black Sabbath's Master of Reality. He started his professional career as a guitarist for punk-rock bands, such as The Daredevils and The Little Kings, and also made his first films together with friends. After having developed a passion for filmmaking, he sold his guitar to buy a Super-8mm camera. Then Verbinski attended the prestigious UCLA Film School, from which he graduated in 1987 with his BFA in Film. His first professional directing jobs were music videos for alternative bands, such as L7, Bad Religion, and Monster Magnet. Then he moved to advertising and directed commercials for Nike, Canon, Skittles, United airlines and Coca-Cola. In 1993 he created the renowned Budweiser advertising campaign featuring croaking frogs, for which he was awarded the advertising Silver Lion at Cannes and also received four Clio Awards.

Verbinski made his feature directorial debut with Mousehunt (1997), a remarkably visual cartoonish family comedy. His next effort, The Mexican (2001), came to a modest result. However, Verbinski bounced back with a hit thriller The Ring (2002), grossing over $230 million dollars worldwide. His biggest directorial success came with the Disney theme park ride based Pirates of the Caribbean: The Curse of the Black Pearl (2003), with a brilliant acting ensemble, grossing over $650 million dollars, and bringing five Oscar nominations and many other awards and nominations. Disney ordered two more films which Verbinski shot one after another on location in the Carribean islands, for which he had to endure both tetanus and typhoid immunization shots. After having survived several hurricanes, dealing with sick and injured actors, and troubleshooting after numerous technical difficulties of the epic-scale project, Verbinski delivered. He employed the same stellar cast in the sequel Pirates of the Caribbean: Dead Man's Chest (2006) and the third installment of the 'Pirates' franchise Pirates of the Caribbean: At World's End (2007).

Gore Verbinski does not like publicity. He has been enjoying a happy family life with his wife and his two sons. He resides with his family in Los Angeles, California.","1964-03-16",,2,,1704,"nm0893659","Directing","Gore Verbinski","Oak Ridge, Tennessee, USA",11.102,"/vu50X3GaGz1q1xoVfoKHS7hFkiG.jpg"
false,"[""Christopher Joseph Columbus""]","Chris Joseph Columbus (born September 10, 1958) is an American filmmaker. Born in Spangler, Pennsylvania, Columbus studied film at Tisch School of the Arts where he developed an interest in filmmaking. After writing screenplays for several teen comedies in the mid-1980s, he made his directorial debut with a teen adventure, Adventures in Babysitting (1987). Columbus gained recognition soon after with the highly successful Christmas comedy Home Alone (1990) and its sequel Home Alone 2: Lost in New York (1992).

The comedy Mrs. Doubtfire (1993), starring Robin Williams, was another box office success for Columbus. He went on to direct several other films throughout the 1990s, which were mostly met with lukewarm reception. However, he found commercial success again for directing the film adaptations of J. K. Rowling's novels, Harry Potter and the Sorcerer's Stone (2001) and its sequel, Harry Potter and the Chamber of Secrets (2002), which are his highest-grossing films to date. In addition to directing, Columbus was a producer for Harry Potter and the Prisoner of Azkaban (2004), and the drama The Help (2011). He also directed the fantasy Percy Jackson & the Olympians: The Lightning Thief (2010) and the 3D action comedy Pixels (2015).

Columbus is the co-founder of 1492 Pictures, a film production company that has produced some of his films since 1995. More recently, he co-founded another production firm with his daughter in 2014, called Maiden Voyage Pictures. In 2017, he launched ZAG Animation Studios, alongside Michael Barnathan, Haim Saban, and Jeremy Zag.","1958-09-10",,2,,10965,"nm0001060","Directing","Chris Columbus","Spangler, Pennsylvania, USA",7.036,"/p7VSWFQ6V99p3jLJOrNI1NlnTrg.jpg"
false,"[]","Espen Sandberg is a Norwegian film director and advertising producer, well known to work with his childhood friend Joachim Rønning on several projects such as Bandidas (2006), Max Manus (2008), Kon-Tiki (2012) and Pirates of the Caribbean: Dead Men Tell No Tales (2017).","1971-06-17",,2,,20308,"nm1650283","Directing","Espen Sandberg","Sandefjord, Norway",4.255,"/meoiaU4mxGVHFHLIedATpqROEnz.jpg"
false,"[]","Joachim Rønning is a Norwegian film director who usually works in a team with Espen Sandberg - both natives of Sandefjord, Norway. As a directing team, they go under the name of Roenberg (their last names put together). They co-own one of Scandinavia's largest production companies for commercials called Motion Blur. In 2006 their feature film debut, Bandidas, starring Penelope Cruz and Salma Hayek, was released worldwide through EuropaCorp and Twentieth Century Fox. The movie was written and produced by legendary French filmmaker Luc Besson. Joachim Rønning has two daughters with his wife Kristin. They live in Oslo, Norway.

Description above from the Wikipedia article Joachim Rønning, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1972-05-30",,2,,20307,"nm1461392","Directing","Joachim Rønning","Sandefjord, Norway",2.293,"/6Ngvvc3WIPgg7L0vvMUYs4uHYjR.jpg"
false,"[""ケネス・ブラナー"",""Кеннет Брана"",""Kenneth Charles Branagh"",""케네스 브래너""]","Sir Kenneth Charles Branagh (born 10 December 1960) is a British actor and filmmaker. Branagh trained at the Royal Academy of Dramatic Art in London; in 2015 he succeeded Richard Attenborough as its president. He has been nominated for five Academy Awards and five Golden Globe Awards. He has won three BAFTAs and two Emmy Awards. He was appointed a Knight Bachelor in the 2012 Birthday Honours and knighted on 9 November 2012.  He was made a Freeman of his native city of Belfast in January 2018. In 2020, he was listed at number 20 on The Irish Times list of Ireland's greatest film actors.[4]

Branagh has both directed and starred in several film adaptations of William Shakespeare's plays, including Henry V (1989), Much Ado About Nothing (1993), Othello (1995), Hamlet (1996), Love's Labour's Lost (2000), and As You Like It (2006). He was nominated for Academy Awards for Best Actor and Best Director for Henry V and for Best Adapted Screenplay for Hamlet.

He has also starred in the television series Fortunes of War (1987), Shackleton (2002), and Wallander (2008–2016) and in the films Celebrity (1998), Wild Wild West (1999), The Road to El Dorado (2000), as SS leader Reinhard Heydrich in Conspiracy (2001), Harry Potter and the Chamber of Secrets (2002), Warm Springs (2005), as Major General Henning von Tresckow in Valkyrie (2008), The Boat That Rocked (2009), and as Sir Laurence Olivier in My Week with Marilyn (2011), Dunkirk (2017), and Tenet (2020). He won an International Emmy Award for Wallander and a Primetime Emmy Award for Conspiracy, and was nominated for the Academy Award for Best Supporting Actor for My Week with Marilyn.

Branagh directed and starred in the romantic thriller Dead Again (1991), the horror film Mary Shelley's Frankenstein (1994), and the action thriller Jack Ryan: Shadow Recruit (2014). He directed and starred as Hercule Poirot in the mystery drama adaptations of Agatha Christie's Murder on the Orient Express (2017) and Death on the Nile (2022). He also directed such films as Swan Song (1992), which earned an Academy Award nomination for Best Live Action Short Film, The Magic Flute (2006), Sleuth (2007), the Marvel superhero film Thor (2011), and the live-action adaptation of Disney's Cinderella (2015),

He narrated numerous documentary series, including Cold War (1998), Walking with Dinosaurs (1999), The Ballad of Big Al (2001), Walking with Beasts (2001), Walking with Monsters (2005), and World War 1 in Colour (2005).","1960-12-10",,2,,11181,"nm0000110","Acting","Kenneth Branagh","Belfast, Northern Ireland, UK",30.74,"/AbCqqFxNi5w3nDUFdQt0DGMFh5H.jpg"
false,"[]","Marc Preston Webb is an American music video, short film, and film director. He made his feature film directorial debut with the 2009 romantic comedy-drama (500) Days of Summer and went on to direct the 2012 Spider-Man reboot The Amazing Spider-Man and its sequel The Amazing Spider-Man 2 in 2014.","1974-08-31",,2,,87742,"nm1989536","Directing","Marc Webb","Bloomington, Indiana, USA",7.147,"/bWN7EexCL0H52bOuyVWvxRUu1H5.jpg"
false,"[""Taika David Cohen"",""타이카 와이티티""]","Taika David Cohen ONZM (born 16 August 1975), known professionally as Taika Waititi, is a New Zealand film and television director, producer, screenwriter, actor, and comedian. He is the recipient of an Academy Award, BAFTA Award and a Grammy Award, and has been nominated for two Primetime Emmy Awards. His feature films Boy (2010) and Hunt for the Wilderpeople (2016) have each been the top-grossing New Zealand film.

Waititi's 2004 short film Two Cars, One Night earned him an Academy Award nomination for Best Live Action Short Film. He co-directed and starred in the horror comedy film What We Do in the Shadows (2014) with Jemaine Clement, which was adapted into a television series of the same name (2019–present). The series has been nominated for the Primetime Emmy Award for Outstanding Comedy Series. His most recent directing credits include the superhero film Thor: Ragnarok (2017) and the black comedy film Jojo Rabbit (2019), the latter of which he also wrote and starred in as an ""imaginary Hitler"". Jojo Rabbit received six Academy Award nominations and won for Best Adapted Screenplay. Furthermore, Waititi earned a Grammy Award for producing the film's soundtrack. In addition to directing an episode of the television series The Mandalorian (2019–present), he also voices the character IG-11, for which he garnered a Primetime Emmy Award nomination for Outstanding Character Voice-Over Performance.","1975-08-16",,2,"https://gcm.co.nz/artists/taika-waititi",55934,"nm0169806","Directing","Taika Waititi","Wellington, New Zealand",40.86,"/zCLBXGo5BS2e27srDBa5WpRnKul.jpg"
false,"[""데이빗 예이츠""]","David Yates (born 30 November 1963) is an English director of film and television, best known for directing the final four films in the Harry Potter franchise.

His first two Potter films (Order of the Phoenix and Half-Blood Prince) became the highest-grossing entries in the series after the first instalment, which was later surpassed by Yates' Deathly Hallows, making him the most commercially successful British director in recent years. He is the only director in the series to be honoured with a Best Director accolade for his work on Harry Potter. He achieved international attention for his award-winning short films early in his career, which led to him becoming a prolific television director with credits including the BBC costume drama The Way We Live Now, the acclaimed political thriller State of Play and the BAFTA-lauded two-part drama Sex Traffic. Due to the success of these dramas and subsequent projects, Yates is considered as one of Britain's most celebrated directors of film and television.

Throughout his works, Yates uses hand-held cameras to visually provoke the subject matter; the technique is noted as one of his directorial trademarks. Yates is married to Yvonne Walcott, who is the aunt of Arsenal football player Theo Walcott.","1963-10-08",,2,,11343,"nm0946734","Directing","David Yates","St. Helens, Merseyside, England, UK",13.384,"/hAHOxR0NK4cZDumqNIpDoEdGVAh.jpg"
false,"[""Andrés Muschietti"",""안드레스 무시에티""]","Andrés Muschietti is an Argentine film director and screenwriter, best known for directing the 2013 horror film Mama and the eponymous 2017 adaptation of Stephen King's novel It. He is the brother of Barbara Muschietti, who works as producer on his films.","1973-08-26",,2,,1113116,"nm0615592","Directing","Andy Muschietti","Vicente López, Buenos Aires, Argentina",8.251,"/vWiAwINWnwr3sZWdLJ7pt6LrUkb.jpg"
false,"[""山室直儀""]","",,,2,,1083452,"nm2238569","Visual Effects","Tadayoshi Yamamuro",,1.231,
false,"[""Нисио Дайсукэ"",""西尾大介""]","","1959-04-01",,2,,122186,"nm0632788","Directing","Daisuke Nishio","Hiroshima Prefecture, Japan",4.497,"/AiDTBKcZkxRf4sJ7gBzhlwmbyV2.jpg"
false,"[]","",,,0,,1083453,"nm0396075","Directing","Masahiro Hosoda",,2.528,
false,"[]","",,,0,,2320943,,"Directing","Tsuneo Kobayashi",,1.96,
false,"[""長崎健司""]","Kenji Nagasaki is an anime director born on February 12, 1979 in Hirakata, Osaka Prefecture, Japan.","1979-02-12",,2,,1307036,"nm2568279","Directing","Kenji Nagasaki","Hirakata, Osaka Prefecture, Japan",2.779,"/ocQTs3KldutDj5zmqpxN4QsZzxC.jpg"
false,"[""마시타 히로유키"",""山下宏幸"",""山下 宏幸""]","",,,2,,1483924,"nm4738743","Directing","Hiroyuki Yamashita","Japan",3.062,"/rZaZs2Nmem52y3AKHnEJ7ABHZWr.jpg"
false,"[""山内重保"",""야마우치 시게야스 ""]","","1953-04-10",,2,,81853,"nm0945674","Directing","Shigeyasu Yamauchi","Hakodate, Hokkaido, Japan",3.765,"/rxocuwSYRINMs7MLCUmvsTJKjci.jpg"
false,"[""Камэгаки Хадзимэ"",""亀垣一"",""龟垣一""]","","1957-08-21",,2,,89972,"nm1145578","Directing","Hajime Kamegaki",,8.693,"/l0tvUz7ITTAyLY7XNmSTTO7f8Al.jpg"
false,"[]","",,,2,,1284691,,"Directing","Yoshihiro Ueda","Giappone",0.631,
false,"[""Anthony D. L. Scott"",""Anthony David Leighton Scott"",""Anthony Scott"",""토니 스콧""]","Anthony David Leighton Scott (21 June 1944 – 19 August 2012) was an English and American film director, producer and actor. He was known for directing highly successful action and thriller films such as Top Gun (1986), Beverly Hills Cop II (1987), Days of Thunder (1990), The Last Boy Scout (1991), True Romance (1993), Crimson Tide (1995), Enemy of the State (1998), Man on Fire (2004), Déjà Vu (2006), and Unstoppable (2010).

Scott was the younger brother of film director Sir Ridley Scott. They both graduated from the Royal College of Art in London, and were among a generation of British film directors who were successful in Hollywood having started their careers making television commercials. In 1995, both Tony and Ridley received the BAFTA Award for Outstanding British Contribution To Cinema. In 2010, they received the BAFTA Britannia Award for Worldwide Contribution to Filmed Entertainment.","1944-06-21","2012-08-19",2,,893,"nm0001716","Directing","Tony Scott","North Shields, Northumberland, England, UK",8.061,"/5PYRgW97xk9iNVC8dS0seoIliRR.jpg"
false,"[]","Theodore Melfi is an American screenwriter, film director, and producer.",,,2,,1141683,"nm0577647","Directing","Theodore Melfi","Brooklyn, New York, USA",2.832,"/hn2z28ofSNRxx4UTo6qOqzYCx0u.jpg"
false,"[]","",,,0,,583003,,"Writing","James Kelley",,0.753,
true,"[""Andrew White""]","Andrea Bianchi was an Italian film director and screenwriter.","1925-03-31","2013-11-14",2,,68662,"nm0080580","Directing","Andrea Bianchi","Rome, Italy",2.461,"/iiJCKpfNJmIACxPQRyDXPIVc1NW.jpg"
false,"[""Mel Columcille Gerard Gibson"",""梅尔·吉布森"",""Мэл Гибсон"",""Mel Colm-Cille Gerard Gibson, AO"",""Μελ Κόλμ-Σίλε Τζέραρντ Γκίμπσον"",""Μελ Γκίμπσον"",""멜 깁슨""]","Mel Columcille Gerard Gibson (born January 3, 1956) is an actor, film director, producer and screenwriter. Born in Peekskill, New York, Gibson moved with his parents to Sydney, Australia when he was 12 years old and later studied acting at the Australian National Institute of Dramatic Art. After appearing in the ""Mad Max"" and ""Lethal Weapon"" series, Gibson went on to direct and star in the Academy Award-winning ""Braveheart"" (1995). In 2004, he directed and produced ""The Passion of the Christ,"" a controversial yet successful film portraying the last hours in the life of Jesus Christ.","1956-01-03",,2,,2461,"nm0000154","Acting","Mel Gibson","Peekskill, New York, USA",29.963,"/jnqHMaOslt8cef2atSmOpGRvNla.jpg"
false,"[""Мартин Скорсезе"",""มาร์ติน สกอร์เซซี"",""マーティン・スコセッシ"",""마틴 스코세이지"",""Martin Marcantonio Luciano Scorsese"",""Μάρτιν Μαρκαντόνιο Λουτσιάνο Σκορσέζε"",""Μάρτιν Σκορσέζε"",""마틴 스콜세지"",""Мартін Скорсезе"",""مارتین اسکورسیزی"",""מרטין סקורסזה"",""मार्टिन स्कोर्सेसे"",""মার্টিন স্কোরসেজি"",""மார்ட்டின் ஸ்கோர்செசி"",""ਮਾਰਟਿਨ ਸਕੌਰਸੀਜ਼ੇ"",""Մարտին Սկորսեզե"",""马丁•斯科塞斯"",""Martin Charles Scorsese""]","Martin Charles Scorsese (born November 17, 1942) is an American film director, producer, screenwriter, and actor. One of the major figures of the New Hollywood era, he is widely regarded as one of the greatest and most influential directors in film history. Scorsese's body of work explores themes such as Italian-American identity, Catholic concepts of guilt and redemption, faith, machismo, nihilism, crime and sectarianism. Many of his films are known for their depiction of violence and the liberal use of profanity. Scorsese has also dedicated his life to film preservation and film restoration by founding the nonprofit organization The Film Foundation in 1990, as well as the World Cinema Foundation in 2007 and the African Film Heritage Project in 2017.

Scorsese studied at New York University (NYU), where he received a bachelor's degree in English literature in 1964, and received a master's degree in fine arts in film from NYU's Tisch School of the Arts in 1968. In 1967 Scorsese's first feature film Who's That Knocking at My Door was released and was accepted into the Chicago Film Festival, where critic Roger Ebert saw it and called it ""a marvelous evocation of American city life, announcing the arrival of an important new director"".

He has established a filmmaking history involving repeat collaborations with actors and film technicians, including nine films made with Robert De Niro. His films with De Niro are the psychological thriller Taxi Driver (1976), the biographical sports drama Raging Bull (1980), the satirical black comedy The King of Comedy (1982), the musical drama New York, New York (1977), the psychological thriller Cape Fear (1991), and the crime films Mean Streets (1973), Goodfellas (1990), Casino (1995) and The Irishman (2019). Scorsese has also been noted for his collaborations with actor Leonardo DiCaprio, having directed him in five films: the historical epic Gangs of New York (2002), the Howard Hughes biography The Aviator (2004), the crime thriller The Departed (2006), the psychological thriller Shutter Island (2010), and the Wall Street black comedy The Wolf of Wall Street (2013). The Departed won Scorsese an Academy Award for Best Director, and for Best Picture. Scorsese is also known for his long-time collaboration with film editor Thelma Schoonmaker, who has edited every Scorsese film beginning with Raging Bull. Scorsese's other film work includes the black comedy After Hours (1985), the romantic drama The Age of Innocence (1993), the children's adventure drama Hugo (2011), and the religious epics The Last Temptation of Christ (1988), Kundun (1997) and Silence (2016).","1942-11-17",,2,,1032,"nm0000217","Directing","Martin Scorsese","Queens, New York, USA",13.155,"/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg"
false,"[]","Léa Mysius (born 4 April 1989) is a French director and writer.","1989-04-04",,1,,1702466,,"Writing","Léa Mysius","Bordeaux, France",0.84,"/cOInNiOSrSEaLfQtqmJWnA1sRKY.jpg"
false,"[]","Tate Taylor is an American filmmaker and actor. A frequent collaborator with his friends and prolific character actresses Allison Janney and Octavia Spencer, Taylor is best known for directing The Help, Get on Up, and The Girl on the Train.","1969-06-03",,2,,55789,"nm0853238","Directing","Tate Taylor","Jackson, Mississippi, USA",8.469,"/zJaLbNHLoQMhCAeJhn1J1B0xrup.jpg"
false,"[""David Aldrin Slade"",""David A. Slade""]","David Aldrin Slade (born 26 September 1969) is a British film director who began his career making music videos. His work includes videos for artists such as Aphex Twin, Rob Dougan, System of a Down, Stone Temple Pilots, Tori Amos, and Muse.","1969-09-26",,2,,27571,"nm1720541","Directing","David Slade","UK",7.707,"/9jL9OasecqvhQFvGYQtB4K6omGf.jpg"
