"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[""斯特林·K·布朗"",""스털링 K. 브라운""]","After graduating from college, Brown acted in a series of roles in the regional theater. He has also appeared on numerous television shows such as ER, NYPD Blue, JAG, Boston Legal, Alias, Without A Trace, Supernatural, and Third Watch. He was a regular in the Starved comedy and has also appeared in films, including Stay with Ewan McGregor, Brown Sugar with Taye Diggs and Trust the Man with David Duchovny and Julianne Moore.

He appeared in the television series as a recurring Supernatural, where he portrayed vampire hunter Gordon Walker. Brown played Dr. Roland Burton in Army Wives. He also represented Detective Cal Beecher in Person of Interest. In 2008, he played David Mosley in the episode of ""Patience"" by Eli Stone. In 2016, Brown starred in the FX miniseries The People v. O.J. Simpson: American Crime Story as Christopher Darden, for which he won the Primetime Emmy Award for Outstanding Supporting Actor in a Limited Series or Movie at the Primetime Emmy Awards.

In the theater, Brown starred in 2014 as Hero in Suzan-Lori Parks' Odyssey, a work inspired by Father Comes Home From the Wars at the Public Theater in New York.

In June 2007, he married actress Ryan Michelle Bathe, his college girlfriend. They have two children.","1976-04-05",,2,,1225953,"nm1250791","Acting","Sterling K. Brown","St. Louis, Missouri, USA",6.079,"/vjFATaJfAyBie56J4Qv2DQ9Dyem.jpg"
false,"[""Jonathan Drew Groff ""]","Jonathan Drew Groff (born March 26, 1985) is an American actor and singer. Known for his performances on screen, stage and television, Groff is the recipient of such accolades as a Grammy Award and has been nominated for two Tony Awards, two Drama League Awards, a Drama Desk Award and a Primetime Emmy Award.

Groff rose to prominence in 2006 for his portrayal of Melchior Gabor in the original Broadway production of Spring Awakening, for which he received widespread acclaim and a nomination for the Tony Award for Best Actor in a Musical, becoming one of the youngest nominees for the award, at age 21. He returned to Broadway in 2015 to play the role of King George III in Hamilton, a performance for which he earned a nomination for the Tony Award for Best Featured Actor in a Musical. He also appeared on the cast recording, for which he won the Grammy Award for Best Musical Theater Album.

Groff received further recognition for his roles on film and television. He was a recurring guest star in the Fox musical-comedy series Glee (2009–2015) as Jesse St. James, during which he was featured on four of the series' soundtrack albums and made a special appearance in the show's concert tour, Glee Live! In Concert!, in 2010. Groff voiced the roles of Kristoff and Sven in Disney's Frozen franchise, including Frozen (2013) and Frozen II (2019), two of the highest-grossing films of all time, as well as the short films Frozen Fever (2015) and Olaf's Frozen Adventure (2017). He starred as Patrick Murray in the HBO comedy-drama series Looking (2014–2015), the network's first TV series centering around the lives of gay men, and its subsequent series finale television film, Looking: The Movie (2016). Groff is also known for his role as FBI Special Agent Holden Ford in the critically acclaimed Netflix period crime drama Mindhunter (2017–2019), produced by David Fincher. In 2021, he received a nomination for a Primetime Emmy Award for Outstanding Actor in a Supporting Role in a Limited Series or Movie for his performance in the Disney+ live stage recording of Hamilton.

Groff recently starred in The Matrix Resurrections (2021) as Smith, replacing Hugo Weaving from the original Matrix trilogy. Upcoming projects include Molly and the Moon, the Netflix series Lost Ollie, and the M. Night Shyamalan film Knock at the Cabin.","1985-03-26",,2,,221611,"nm2676147","Acting","Jonathan Groff","Lancaster, Pennsylvania, USA",8.722,"/3kmnYKAzSc3Lp7iK5pcj97Hx9Cm.jpg"
false,"[""Τζος Γκαντ"",""Joshua Gad"",""조시 게드""]","Joshua Gad (born February 23, 1981) is an American film, television and stage actor who was in the short-lived television series Back to You in the role of Ryan Church. The show premiered in September 2007 co-starring Patricia Heaton and Kelsey Grammer. Gad has also appeared in episodes of ER and Numb3rs. His film appearances include The Rocker, Crossing Over, 21, and Razortooth. He appeared on Broadway in the role of William Barfeé in The 25th Annual Putnam County Spelling Bee and as Elder Cunningham in The Book of Mormon.

Description above from the Wikipedia article Josh Gad, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1981-02-23",,2,,54415,"nm1265802","Acting","Josh Gad","Hollywood, Florida, USA",15.485,"/17iKlfWZBDTAucqjkhRKHr9xjIz.jpg"
false,"[""이디나 멘젤"",""Idina Kim Menzel"",""Ίντινα Μένζελ""]","Idina Menzel (/ɪˈdiːnə mɛnˈzɛl/; born Idina Kim Mentzel; May 30, 1971) is an American actress, singer, and songwriter. She rose to prominence for her performance as Maureen Johnson in the Broadway musical Rent, a role which she reprised for the 2005 feature film adaptation. In 2004, she won the Tony Award for originating the role of Elphaba in the Broadway blockbuster Wicked. In 2014, she will be returning to Broadway in the musical If/Then. Menzel is also known for her portrayal of Shelby Corcoran, the biological mother of Lea Michele's character Rachel Berry, on the Fox musical comedy-drama series Glee, and as the voice of snow queen Elsa in the Disney animated film, Frozen.","1971-05-30",,1,"https://idinamenzel.com/",19394,"nm0579953","Acting","Idina Menzel","New York, New York, USA",13.096,"/l2N0xOzHqZ75bKXBCciKwBdwxcN.jpg"
false,"[""Kristen Anne Bell"",""크리스틴 벨"",""Κρίστεν Μπελ"",""克里斯汀·贝尔""]","Kristen Bell (born July 18, 1980) is an American actress and voice actress.

In 2001, she made her Broadway debut. After moving to Los Angeles, she landed various television guest appearances and small film parts, but she gained fame as the title character on Veronica Mars.

Besides her tv and movie roles, she provided the voice and face of Lucy Stillman in the Assassin's Creed video game series.","1980-07-18",,1,,40462,"nm0068338","Acting","Kristen Bell","Huntington Woods, Michigan, USA",16.614,"/rP74dJXl7EjinGM0shQtUOlH5s2.jpg"
false,"[]","From Wikipedia, the free encyclopedia.

Kenneth Mars (April 4, 1935 – February 12, 2011) was an American television, movie, and voice actor. He may be best-remembered for his roles in several Mel Brooks films: the insane Nazi playwright Franz Liebkind in 1968's The Producers, and the relentless Police Inspector Hans Wilhelm Fredrich Kemp in 1974's Young Frankenstein.

Description above from the Wikipedia article Kenneth Mars, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1935-04-14","2011-02-12",2,,9601,"nm0550318","Acting","Kenneth Mars","Chicago, Illinois, USA",7.654,"/dhvJ6DlH5n85Q1fN16rJsRJ0KiH.jpg"
false,"[]","From Wikipedia, the free encyclopedia.

Christopher Daniel Barnes (born November 7, 1972), also known professionally as C.D. Barnes and C.B. Barnes, is an American actor. He is best known for providing the voice of Peter Parker/Spider-Man on the 1994 Fox animated television series Spider-Man: The Animated Series, and for his portrayal of Greg Brady in the films The Brady Bunch Movie and A Very Brady Sequel. He was once the national teenage spokesperson for Greenpeace.

Description above from the Wikipedia article Christopher Daniel Barnes, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1972-11-07",,2,,31468,"nm0055549","Acting","Christopher Daniel Barnes","Portland, Maine",4.809,"/9bxL5NR3HteEOQ9kzJRSuaXLZg8.jpg"
false,"[]","","1927-05-05",,1,,35232,"nm0140946","Acting","Pat Carroll","Shreveport, Louisiana, USA",11.874,"/r7JwQ9wmolpgPUFz8iSmgPy0SbH.jpg"
false,"[]","","1946-11-20","2021-05-24",2,,67392,"nm0942789","Acting","Samuel E. Wright","Camden, South Carolina, USA",2.377,"/u8G3vcCsMNioJProkFPgJvalr06.jpg"
false,"[]","From Wikipedia, the free encyclopedia.

Jodi Marie Benson (born Jodi Marie Marzorati on October 10, 1961) is an American voice actress and soprano singer. She is best known for providing both the speaking and the singing voices of Disney's Princess Ariel in The Little Mermaid and its sequels. In 2002 and 2006, she reprised the role of Ariel in the English versions of the Kingdom Hearts series. Most recently Benson voiced the high-profile animated character Barbie in the 1999 movie Toy Story 2 and the 2010 movie Toy Story 3.

Description above from the Wikipedia article Jodi Benson, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1961-10-10",,1,,63978,"nm0072533","Acting","Jodi Benson","Rockford, Illinois, USA",10.858,"/2qX8QKHCaFWnCcIhb3VgZeX9HPz.jpg"
false,"[""Tom Skerrit"",""Thomas Roy \""Tom\"" Skerritt"",""Thomas Roy Skerritt"",""Τομ Σκέριτ"",""Том Скеррітт"",""汤姆·斯凯里特"",""톰 스커릿""]","Thomas Roy Skerritt (born August 25, 1933) is an American actor who has appeared in more than forty films and more than two hundred television episodes since 1962. He is known for his film roles in M*A*S*H, Alien, The Dead Zone, Top Gun, A River Runs Through It, Up in Smoke, and the television series Picket Fences. Skerritt has earned several nominations and awards, including a Primetime Emmy Award for Outstanding Lead Actor in a Drama Series in 1993 for Picket Fences.  Description above from the Wikipedia article Tom Skerritt, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1933-08-25",,2,,4139,"nm0000643","Acting","Tom Skerritt","Detroit, Michigan, USA",29.77,"/f9vEX1cqrG5aW8DmJ1FKSj4Zjvt.jpg"
false,"[""안소니 에드워즈"",""安东尼·爱德华兹""]","Anthony Edwards (born July 19, 1962) is an American actor and director. He has appeared in various movies and television shows, including Fast Times at Ridgemont High, Top Gun, Zodiac, Revenge of the Nerds, Northern Exposure and ER.","1962-07-19",,2,,11085,"nm0000381","Acting","Anthony Edwards","Santa Barbara, California, USA",31.502,"/rP88gP87pa3je6Viem3081tESIV.jpg"
false,"[""Вэл Килмер"",""발 킬머"",""方·基默""]","Val Edward Kilmer (born December 31, 1959) is an American actor. Originally a stage actor, Kilmer became popular in the mid-1980s after a string of appearances in comedy films, starting with Top Secret! (1984), then the cult classic Real Genius (1985), as well as blockbuster action films, including a role in Top Gun and a lead role in Willow.

During the 1990s, Kilmer gained critical respect after a series of films that were also commercially successful, including his roles as Jim Morrison in The Doors, Doc Holliday in 1993's Tombstone, Batman in 1995's Batman Forever, Chris Shiherlis in 1995's Heat and Simon Templar in 1997's The Saint. During the early 2000s, Kilmer appeared in several well-received roles, including The Salton Sea, Spartan, and supporting performances in Kiss Kiss Bang Bang, Alexander, and as the voice of KITT in Knight Rider.

​From Wikipedia, the free encyclopedia","1959-12-31",,2,"http://valkilmer.com",5576,"nm0000174","Acting","Val Kilmer","Los Angeles, California, USA",91.912,"/uqX8JxI6bWs1I3BOAtzJJD0DDo6.jpg"
false,"[""켈리 맥길리스""]","Kelly Ann McGillis (born July 9, 1957) is an American actress whose movies include Witness, for which she received a Golden Globe nomination, Top Gun, and The Accused.

Description above from the Wikipedia article Kelly McGillis, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1957-07-09",,1,,11084,"nm0000534","Acting","Kelly McGillis","Newport Beach, California, USA",37.947,"/uaTBUCUpGYbc4nzO43PPIvmCREq.jpg"
false,"[""Том Круз"",""トム・クルーズ"",""ทอม ครูซ"",""湯姆·克魯斯"",""톰 크루즈"",""توم كروز"",""Thomas Cruise Mapother IV"",""Τομ Κρουζ"",""טום קרוז"",""Thomas \""Tom\"" Cruise"",""汤姆·克鲁斯"",""TC""]","Thomas Cruise Mapother IV (born July 3, 1962) is an American actor and producer. One of the world's highest-paid actors, he has received various accolades throughout his career, including three Golden Globe Awards, in addition to nominations for a British Academy Film Award and three Academy Awards. His films have grossed over $4 billion in North America and over $10.1 billion worldwide, making him one of the highest-grossing box office stars of all time.

Cruise began acting in the early 1980s and made his breakthrough with leading roles in the comedy film Risky Business (1983) and action drama film Top Gun (1986). Critical acclaim came with his roles in the drama films The Color of Money (1986), Rain Man (1988), and Born on the Fourth of July (1989). For his portrayal of Ron Kovic in the latter, he won a Golden Globe Award and received a nomination for the Academy Award for Best Actor. As a leading Hollywood star in the 1990s, he starred in several commercially successful films, including the drama A Few Good Men (1992), the thriller The Firm (1993), the horror film Interview with the Vampire (1994), and the romance Jerry Maguire (1996). For his role in the latter, he won a Golden Globe Award for Best Actor and received his second Academy Award nomination.

Cruise's performance as a motivational speaker in the drama film Magnolia (1999) earned him another Golden Globe Award and a nomination for the Academy Award for Best Supporting Actor. As an action star, he has played Ethan Hunt in all six of the Mission: Impossible films from 1996 to 2018. He also starred in science fiction and action films, including Vanilla Sky (2001), Minority Report (2002), The Last Samurai (2003), Collateral (2004), War of the Worlds (2005), Knight and Day (2010), Jack Reacher (2012), Oblivion (2013), Edge of Tomorrow (2014), and The Mummy (2017).","1962-07-03",,2,"http://www.tomcruise.com",500,"nm0000129","Acting","Tom Cruise","Syracuse, New York, USA",55.495,"/8qBylBsQf4llkGrWR3qAsOtOU8O.jpg"
false,"[]","​From Wikipedia, the free encyclopedia.  

Harry Fleetwood Andrews, CBE (10 November 1911 – 6 March 1989) was an English film actor known for his frequent portrayals of tough military officers. His performance as Sergeant Major Wilson in The Hill alongside Sean Connery earned Andrews the 1965 National Board of Review Award for Best Supporting Actor and a nomination for the 1966 BAFTA Award for Best British Actor. He made his film debut in The Red Beret in 1953.

Prior to his film career, Andrews was an accomplished Shakespearean actor, appearing at such venues as the Queen's Theatre, the Lyceum Theatre, and the Shakespeare Memorial Theatre in England as well as theatres in New York City, Paris, Antwerp, and Brussels. Andrews made his London theatre debut in 1935 at the St James's Theatre and his New York City debut in 1936 at the since-demolished Empire Theatre.

Description above from the Wikipedia article Harry Andrews, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1911-11-10","1989-03-06",2,,19463,"nm0028674","Acting","Harry Andrews","Tonbridge, Kent, England, UK",4.887,"/vbW1W5NK5UK4rC1g33yWXzLlyZR.jpg"
false,"[""Lilli Marie Peiser"",""Лили Пальмер""]","Lilli Palmer (born Lilli Marie Peiser; 24 May 1914 – 27 January 1986) was a German actress and writer. She won the Volpi Cup, three Deutscher Filmpreis Awards, and was nominated twice for a Golden Globe Award.","1914-05-24","1986-01-27",1,"http://www.lilli-palmer.de/",27932,"nm0658339","Acting","Lilli Palmer","Posen, Germany",10.013,"/d99L5fRd7mujvebFU2T5Snb4aVH.jpg"
false,"[]","Hardy Krüger (born Franz Eberhard August Krüger; 12 April 1928 -  19 Januar 2022) was a German actor. He is thought of as one of the greatest German actors of the 1960s. He was born in Wedding, Berlin, Germany.

Description above from the Wikipedia article Hardy Krüger, licensed under CC-BY-SA,full list of contributors on Wikipedia.","1928-04-12","2022-01-19",2,"http://www.hardy-kruger.de/HardyKrugerD/Vita.html",37777,"nm0473228","Acting","Hardy Krüger","Berlin, Germany",1.808,"/mCAYIY4DDIaYnCEoGdRL7t1sw4Z.jpg"
false,"[""Britt Marie Eklund"",""Britt-Marie Eklund"",""Britta Ekman""]","Britt-Marie Ekland (born 6 October 1942) is a Swedish actress long resident in the United Kingdom. She is best known for her roles as a Bond girl in The Man with the Golden Gun, and in the British cult horror film The Wicker Man, as well as her marriage to actor Peter Sellers, and her high-profile social life.","1942-10-06",,1,,10341,"nm0001180","Acting","Britt Ekland","Stockholm, Sweden",20.862,"/gpNoUY8WwThox0toMMnc8gHN4zi.jpg"
false,"[]","Mark attended stage school in London, England as a young child and made his film debut in The Counterfeit Constable (1964) at the age of six. He made countless TV appearances and became very well known in England. Worldwide fame developed as a result of his portrayal of a stuttering child in Our Mother's House (1967). Producers ofOliver! (1968) auditioned 250 child actors for the title role and finally chose him. Many roles for TV, film and stage followed. His last major film was The Prince and the Pauper(1977).","1958-07-11",,2,,25638,"nm0504492","Acting","Mark Lester","Cleveland, Ohio, USA",3.898,"/5Cyn92XDNg1tpepHZdUmttPafOR.jpg"
false,"[]","Moira Kelly is an American actress. She is best known for her roles as Kate Moseley in The Cutting Edge, Oona O'Neill in Chaplin, Mandy Hampton on The West Wing, Karen Roe on One Tree Hill, and providing the voice for Adult Nala in The Lion King and The Lion King II: Simba's Pride.","1968-03-06",,1,,20005,"nm0446702","Acting","Moira Kelly","Queens, New York City, New York, USA",16.138,"/3yQRnGSfbPWQDInZHTzzXsrAhUR.jpg"
false,"[""Mr. Bean"",""Mr Bean"",""مستر بین"",""مستربین"",""Rowan Sebastian Atkinson"",""Роуэн Аткинсон"",""Ровен Аткінсон"",""Мистер Бин"",""Містер Бін"",""Бін"",""Бин"",""憨豆先生"",""罗温·阿特金森"",""罗温·艾金森""]","Rowan Sebastian Atkinson CBE, is an English comedian, screenwriter, and actor. He is most famous for his work on the satirical sketch comedy show Not The Nine O'Clock News, and the sitcoms Blackadder, Mr. Bean, and The Thin Blue Line. He has been listed in The Observer as one of the 50 funniest actors in British comedy, and amongst the top 50 comedy actors ever in a 2005 poll of fellow comedians.

Atkinson was born in Consett, County Durham, England. The youngest of four brothers, his parents were Eric Atkinson, a farmer and company director, and Ella May (née Bainbridge), who married on 29 June 1945. His three older brothers are Paul, who died as an infant; Rodney, a Eurosceptic economist who narrowly lost the UK Independence Party leadership election in 2000 and Rupert.

Description above from the Wikipedia article Rowan Atkinson, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1955-01-06",,2,,10730,"nm0000100","Acting","Rowan Atkinson","Consett, County Durham, UK",41.98,"/kLwplJNfxu46vSpmR7KycXLIy6W.jpg"
false,"[""傑瑞米·艾恩斯"",""เจเรมี ไอเอินส์"",""Джереми Айронс"",""ジェレミー・アイアンズ"",""제러미 아이언스"",""جيرمي أيرونز""]","Jeremy John Irons (born 19 September 1948) is an English actor and activist. After receiving classical training at the Bristol Old Vic Theatre School, Irons began his acting career on stage in 1969 and has appeared in many West End theatre productions, including the Shakespeare plays The Winter's Tale, Macbeth, Much Ado About Nothing, The Taming of the Shrew and Richard II. In 1984, he made his Broadway debut in Tom Stoppard's The Real Thing, receiving the Tony Award for Best Actor in a Play.

Irons's break-out role came in the ITV series Brideshead Revisited (1981) and is frequently ranked among the greatest British television dramas as well as greatest literary adaptations. It would earn him a Golden Globe Award nomination. His first major film role came in the romantic drama The French Lieutenant's Woman (1981), for which he received a BAFTA nomination for Best Actor. After starring in dramas, such as Moonlighting (1982), Betrayal (1983), and The Mission (1986), he was praised for portraying twin gynaecologists in David Cronenberg's psychological thriller Dead Ringers (1988). Irons has won multiple awards, including the Academy Award for Best Actor, for his portrayal of the accused attempted murderer Claus von Bülow in Reversal of Fortune (1990).

Irons had roles in Steven Soderbergh's mystery thriller Kafka (1991), the period drama The House of the Spirits (1993), the romantic drama M. Butterfly (1993), voiced Scar in Disney's The Lion King (1994), played Simon Gruber in the action film Die Hard with a Vengeance (1995), Humbert Humbert in Lolita (1997) and Aramis in The Man in the Iron Mask (1998). He starred in the action adventure Dungeons & Dragons (2000), played Antonio in The Merchant of Venice (2004), appeared in Being Julia (2004), the historical drama Kingdom of Heaven (2005), the fantasy-adventure Eragon (2006), the Western Appaloosa (2008), and the indie drama Margin Call (2011). In 2016, he appeared in Assassin's Creed and portrayed Alfred Pennyworth in Batman v Superman: Dawn of Justice, Justice League (2017), and Zack Snyder's Justice League (2021).

On television, Irons appeared in the historical miniseries Elizabeth I, receiving a Golden Globe and an Emmy Award for Best Supporting Actor. From 2011 to 2013, he starred as Pope Alexander VI in the Showtime historical series The Borgias. In 2019, he appeared as Adrian Veidt / Ozymandias in HBO's Watchmen. He is one of the few actors who have achieved the ""Triple Crown of Acting"" in the US, winning an Oscar for film, an Emmy for television and a Tony Award for theatre. In October 2011, he was nominated the Goodwill Ambassador for the Food and Agriculture Organization of the United Nations.","1948-09-19",,2,,16940,"nm0000460","Acting","Jeremy Irons","Cowes, Isle of Wight, England, UK",12.651,"/w8Ct1q02Ht3sWdOSqfp3B85TzT.jpg"
false,"[""James Earl Boggins Jones"",""Todd Jones""]","James Earl Jones (born January 17, 1931) is a multi-award-winning American actor of theater and film, well known for his distinctive bass voice and for his portrayal of characters of substance, gravitas and leadership. He is known for providing the voice of Darth Vader in the Star Wars franchise and the tagline for CNN.  James Earl Jones was born in Arkabutla, Mississippi, the son of Ruth (née Connolly) and Robert Earl Jones. At the age of five, he moved to Jackson, Michigan, to be raised by his maternal grandparents, but the adoption was traumatic and he developed a stutter so severe he refused to speak aloud. When he moved to Brethren, Michigan in later years a teacher at the Brethren schools started to help him with his stutter. He remained functionally mute for eight years until he reached high school. He credits his high school teacher, Donald Crouch, who discovered he had a gift for writing poetry, with helping him out of his silence.  Jones attended the University of Michigan where he was a pre-med major. While there, he joined the Reserve Officer Training Corps, and excelled. During the course of his studies, Jones discovered he was not cut out to be a doctor. Instead he focused himself on drama, with the thought of doing something he enjoyed, before, he assumed, he would have to go off to fight in the Korean War. After four years of college, Jones left without his degree. In 1953 he found a part-time stage crew job at the Ramsdell Theatre in Manistee, Michigan, which marked the beginning of his acting career. During the 1955–1957 seasons he was an actor and stage manager. He performed his first portrayal of Shakespeare’s Othello in this theater in 1955. After his discharge from the Military, Jones moved to New York, where he attended the American Theatre Wing to further his training and worked as a janitor to earn a living. His first film role was as a young and trim Lt. Lothar Zogg, the B-52 bombardier in Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb in 1964. His first big role came with his portrayal of boxer Jack Jefferson in the film version of the Broadway play The Great White Hope, which was based on the life of boxer Jack Johnson. For his role, Jones was nominated Best Actor by the Academy of Motion Picture Arts and Sciences, making him the second African-American male performer (following Sidney Poitier) to receive a nomination. In 1969, Jones participated in making test films for a proposed children's television series; these shorts, combined with animated segments were the beginnings of the Sesame Street format. The next year, in the early 1970s, James appeared with Diahann Carroll in the film called Claudine.  While he has appeared in many roles, he is well known as the voice of Darth Vader in the original Star Wars trilogy. Darth Vader was portrayed in costume by David Prowse in the original trilogy, with Jones dubbing Vader's dialogue in postproduction due to Prowse's strong West Country accent being unsuitable for the role. At his own request, he was originally uncredited for the release of the first two films (he would later be credited for the two in the 1997 re-release).  His other voice roles include Mufasa in the 1994 film Disney animated blockbuster The Lion King, and its direct-to-video sequel, The Lion King II: Simba's Pride. He also has done the CNN tagline, ""This is CNN"", as well as ""This is CNN International"", and the Bell Atlantic tagline, ""Bell Atlantic: The heart of communication"". When Bell Atlantic became Verizon, Jones used the tagline greeting of ""Welcome to Verizon"" or ""Verizon 411"" right before a phone call would go through. The opening for NBC's coverage of the 2000 and 2004 Summer Olympics; ""the Big PI in the Sky"" (God) in the computer game Under a Killing Moon; a Claymation film about The Creation; and several guest spots on The Simpsons.  In addition to his film and voice over work, Jones is an accomplished stage actor as well; he has won Tony awards in 1969 for The Great White Hope and in 1987 for Fences. Othello, King Lear, Oberon in A Midsummer Night's Dream, Abhorson in Measure for Measure, and Claudius in Hamlet are Shakespearean roles he has played. He received Kennedy Center Honors in 2002.  Jones has been married to actress Cecilia Hart since 1982. They have one child, Flynn Earl Jones. He was previously married to American actress/singer Julienne Marie (born March 21, 1933, Toledo, Ohio); they had no children. Jones is a registered Republican.","1931-01-17",,2,,15152,"nm0000469","Acting","James Earl Jones","Arkabutla, Mississippi, USA",30.335,"/oqMPIsXrl9SZkRfIKN08eFROmH6.jpg"
false,"[""Мэттью Бродерик"",""Мэтью Бродерик""]","Matthew Broderick is an American actor whose career has spanned both the silver screen and the stage. Broderick got his start off broadway but quickly wound up as the lead in Neil Simon's Brighton Beach Memoirs. His first screen role was Max Dugan Returns, also penned by Neil Simon. His breakout role came the same year for his role as a young hacker in Wargames. Later he stared as the eponymous Ferris Bueller in 1985's Ferris Bueller's Day Off, a film which has achieved cult status and had made Broderick a household name. In 1985 while on Vacation in Ireland with his then fiancee Jennifer Grey, who played his sister in Ferris Bueller's Day Off, Broderick was involved in a head on collision that killed two locals. Broderick was deemed at fault and faced five years in prison but his punishment was lessened to just a fine. In 1997 he married Sarah Jessica Parker and the pair have had 3 children together.","1962-03-21",,2,,4756,"nm0000111","Acting","Matthew Broderick","New York City, New York, USA",24.342,"/2Pq8pwOX5ZFfT2p5pNLGfvUi9Pp.jpg"
false,"[]","",,,0,,1967708,,"Acting","Ismaël Capelot",,1.501,
false,"[]","",,,0,,1824551,,"Acting","Tamara Cano",,1.352,
false,"[]","","1975-03-22",,1,,983929,"nm2662182","Acting","Laure Calamy","Orléans, Loiret, France",7.648,"/cZ0vdqqeYXOprXiI6R13p8zH0iO.jpg"
false,"[]","Chilean actor",,,2,,1055917,"nm1208826","Acting","Juan Cano",,2.141,
false,"[]","Noée Abita (born 18 March 1999) is a French actress.

Abita was born in Paris or in Aix-en-Provence on 18 March 1999. At a young age, she dreamed of becoming an actress. In 2016, when she was 17, she went to a talent manager with a friend. She met Léa Mysius who was looking for a young actress for the title role of her first feature film, Ava. Although the role is that of a 13-year-old girl, Abita was selected by the director, because her real age and physical appearance are assets for the nude scenes provided in the scenario, even if she initially refused to undress for the film before finally feeling comfortable with nudity. For her part, Abita recognized herself in the character, because of her character and her eye problems. Her performance was hailed by the press, and in November 2017 she was shortlisted for the César Award for Most Promising Actress.

After filming Ava, she followed with a supporting role in Gilles Lellouche's Le Grand Bain and then one of the main roles in Genesis by Philippe Lesage.

Source: Article ""Noée Abita"" from Wikipedia in english, licensed under CC-BY-SA 3.0.","1999-03-18",,1,,1800818,"nm8543451","Acting","Noée Abita","Paris, France",9.988,"/pHnrTz76sXO0HXVtU15zPPOR7pH.jpg"
false,"[""Jessica Howard"",""Джессика Честейн"",""جيسيكا شاستاين"",""제시카 채스테인"",""ジェシカ・チャステイン"",""杰西卡·查斯坦"",""제시카 차스테인"",""Τζέσικα Τσάστεϊν"",""Jessica Chastainová"",""Џесика Частејн"",""Cessika Çesteyn"",""Джессіка Честейн"",""Джэсіка Чэстэйн"",""Jessica Michelle Chastain"",""劳模姐""]","Jessica Michelle Chastain (born March 24, 1977) is an American actress and film producer. Known for her roles in films with feminist themes, she has received various accolades, including an Academy Award, a Golden Globe Award, in addition to nominations for two British Academy Film Awards. Time magazine named her one of the 100 most influential people in the world in 2012.

Born and raised in Sacramento, California, Chastain developed an interest in acting from an early age. In 1998, she made her professional stage debut as Shakespeare's Juliet. After studying acting at the Juilliard School, she was signed to a talent holding deal with the television producer John Wells. She was a recurring guest star in several television series, including Law & Order: Trial by Jury. She also took on roles in the stage productions of Anton Chekhov's play The Cherry Orchard in 2004 and Oscar Wilde's tragedy Salome in 2006.

Chastain made her film debut in the drama Jolene (2008), and gained wide recognition for her starring roles in the dramas Take Shelter (2011) and The Tree of Life (2011). Her performance as an aspiring socialite in The Help (2011) earned her a nomination for the Academy Award for Best Supporting Actress. In 2012, she won a Golden Globe Award and received a nomination for the Academy Award for Best Actress for playing a CIA analyst in the thriller Zero Dark Thirty. Chastain made her Broadway debut in a revival of The Heiress in the same year. Her highest-grossing releases came with the science fiction films Interstellar (2014) and The Martian (2015), and the horror film It Chapter Two (2019), and she continued to receive critical acclaim for her performances in the dramas A Most Violent Year (2014), Miss Sloane (2016), Molly's Game (2017). For her portrayal of Tammy Faye in the biopic The Eyes of Tammy Faye (2021), which she also produced, Chastain won the Academy Award for Best Actress.

Chastain is the founder of the production company Freckle Films, which was created to promote diversity in film. She is vocal about mental health issues, as well as gender and racial equality. She is married to fashion executive Gian Luca Passi de Preposulo, with whom she has two children.

Description above from the Wikipedia article Jessica Chastain, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1977-03-24",,1,"http://jessica-chastain.com",83002,"nm1567113","Acting","Jessica Chastain","Southern California, California, USA",22.304,"/mR1ELpP0T2Q1ZRSaADPgtrbPGla.jpg"
false,"[""브라이스 달라스 하워드""]","Bryce Dallas Howard (born March 2, 1981) is an American actress and director. She is the eldest daughter of actor and filmmaker Ron Howard and landed her first major film role in the 2004 M. Night Shyamalan feature The Village (2004). She received a Golden Globe Award nomination for her performance in the TV movie As You Like It. She also stars as Claire Dearing in the 2015 blockbuster Jurassic World.","1981-03-02",,1,,18997,"nm0397171","Acting","Bryce Dallas Howard","Los Angeles, California, USA",52.247,"/qQX1rhQaJ1G8eMG2RknFKiXfNRc.jpg"
